코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,과거 PCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(20일대비),높은순서  (비중 30)
A086450,동국제약,제약 및 바이오,제약,44.39,611,26.12,518,2.23,498,3.05,562,21.13,432,15.04,349,-45.62,552
A234340,세틀뱅크,IT서비스,시스템서비스,44.33,612,8.77,257,3.95,621,2.82,530,22.64,452,26.42,493,-45.7,554
A056190,에스에프에이,디스플레이 장비 및 부품,디스플레이 장비,44.22,613,6.39,179,0.98,275,1.46,309,14.92,334,9.05,180,-62.16,735
A248170,샘표식품,식음료,식료품,44.2,614,6.53,186,0.85,244,1.4,299,7,123,6.49,103,-68.06,789
A067310,하나마이크론,반도체 관련장비 및 부품,반도체장비,44.07,615,4.44,103,0.84,239,3.08,567,87.03,645,7.25,126,-56.39,670
A009540,한국조선해양,조선,조선,43.89,616,51.78,618,0.67,199,0.89,175,54.77,611,485.25,712,-46.4,567
A024720,한국콜마홀딩스,지주사,지주사,43.88,617,9.35,271,0.8,231,0.97,196,52.19,601,3.67,27,-62.08,732
A093320,케이아이엔엑스,IT서비스,인터넷서비스,43.78,618,12.18,343,4.33,640,2.78,524,18.9,406,17.45,394,-46.79,570
A061970,엘비세미콘,반도체 관련장비 및 부품,반도체장비,43.78,618,5.83,161,1.25,344,3.15,578,15.2,343,12.75,287,-56.18,669
A298060,에스씨엠생명과학,제약 및 바이오,바이오,43.77,620,-30.97,707,949.5,866,6.66,780,-13,709,-20.1,722,-21.78,324
A089970,에이피티씨,반도체 관련장비 및 부품,반도체장비,43.68,621,16.74,426,3.83,614,5.95,754,6.67,117,11.69,255,-49.35,595
A136540,윈스,IT서비스,보안서비스,42.87,622,7.59,217,2.59,535,1.76,369,128.02,668,16.88,391,-50.68,605
A352700,씨앤투스성진,섬유 및 의류,의류,42.77,623,4.33,100,1.59,413,1.38,293,3.56,30,4.37,45,-73,823
A302440,SK바이오사이언스,제약 및 바이오,바이오,42.65,624,41.82,589,38.41,825,9.42,823,72.53,635,125.53,672,-27.76,381
A053280,예스24,유통,전자상거래,42.65,624,13.26,360,0.59,163,2.27,453,15.14,340,31.88,524,-55.86,665
A219130,타이거일렉,반도체 관련장비 및 부품,반도체장비,42.61,626,10.21,297,2.15,485,1.97,411,38.21,555,20.06,431,-50.86,609
A339770,교촌에프앤비,식음료,식료품,42.54,627,92.96,658,2.09,476,3.12,576,15.61,355,29.42,505,-44.79,545
A096770,SK이노베이션,석유 및 가스,정유,42,628,6.2,173,0.79,227,1.78,374,-17.05,709,-102.31,722,-51.5,614
A053030,바이넥스,제약 및 바이오,제약,41.99,629,26.75,523,5.08,666,3.81,649,20.29,425,36.91,543,-42.32,514
A265560,영화테크,자동차 및 관련부품,기타 자동차부품,41.94,630,36.57,570,4.74,655,3.35,601,972.67,705,139.42,681,-35.38,447
A285490,노바텍,IT 장비 및 소재,스마트폰 부품,41.89,631,12.19,345,5.06,665,4.78,702,10.24,220,11.31,241,-52.5,621
A066620,국보디자인,건설 및 건축자재,중견건설사,41.79,632,-75.34,707,0.64,185,1.14,243,8.6,175,6.41,98,-64.2,750
A134790,시디즈,가정용품,가구,41.55,633,8.62,250,0.64,185,2.89,539,7.56,144,7.25,126,-66.9,781
A036200,유니셈,반도체 관련장비 및 부품,반도체장비,41.41,634,18.49,446,1.71,428,2.55,495,7.93,153,11.07,233,-59.03,698
A034230,파라다이스,레저산업,카지노,41.36,635,-12.77,707,4.72,654,1.53,323,-23.73,709,-16.74,722,-37.97,472
A092230,KPX홀딩스,지주사,지주사,41.27,636,10.92,308,0.3,64,0.4,24,-36.03,709,3.84,32,-69.28,803
A241790,오션브릿지,반도체 관련장비 및 부품,반도체장비,41.24,637,37.61,576,1.98,460,2.42,473,21.71,440,12.21,271,-52.55,623
A039290,인포뱅크,IT서비스,인터넷서비스,41.19,638,24.5,509,0.98,275,2.18,435,25.43,485,132.78,677,-49.56,597
A010950,S-OIL,석유 및 가스,정유,41.1,639,3.88,82,0.68,202,1.91,402,8.37,163,21.48,448,-66.67,779
A354200,엔젠바이오,의료기기 및 용품,진단기기,40.83,640,-37.7,707,80.19,843,6.51,776,-28.55,709,-36.66,722,-27.05,373
A036190,금화피에스시,유틸리티,전력,40.69,641,15.13,400,0.91,254,0.86,165,11.21,249,7.97,146,-68.91,799
A270870,뉴트리,식음료,식료품,40.65,642,203.06,685,1.54,408,4.5,688,9.76,200,12.31,275,-52.73,626
A214370,케어젠,제약 및 바이오,바이오,40.63,643,12,337,11.67,761,3.58,627,23.35,464,22.15,459,-46.17,561
A200780,비씨월드제약,제약 및 바이오,제약,40.49,644,-199.79,707,2.7,545,1.51,317,34.12,541,48.06,574,-46.02,557
A128940,한미약품,제약 및 바이오,제약,40.48,645,28.73,535,3.78,611,5.37,738,52.48,603,79.64,636,-39.14,484
A021240,코웨이,가정용품,가전제품,40.34,646,12.68,350,1.72,432,3.77,642,11.47,261,9.04,179,-58.96,696
A036930,주성엔지니어링,반도체 관련장비 및 부품,반도체장비,40.1,647,195.09,682,4.23,635,2.76,519,10.52,228,-108.18,722,-44.8,546
A000990,DB하이텍,반도체 관련장비 및 부품,반도체 제조,40.03,648,8.03,230,2.58,533,2.97,553,12.86,295,10.46,215,-60.48,707
A243070,휴온스,제약 및 바이오,제약,40.03,648,15.87,415,1.62,417,2.75,517,18.69,400,11.8,257,-56.72,677
A300120,라온피플,IT 장비 및 소재,카메라모듈,39.93,650,-112.89,707,14.27,781,4.3,677,244,694,-78.71,722,-32.22,416
A002810,삼영무역,가정용품,개인용품,39.82,651,12.05,339,0.77,223,0.81,146,7.05,125,12.3,274,-73.55,830
A321820,와이더플래닛,IT서비스,시스템서비스,39.68,652,-90.71,707,10.94,751,11.34,841,-41.38,709,-76.55,722,-29.12,395
A038390,레드캡투어,레저산업,여행,39.61,653,-15.05,707,1.05,290,1.45,307,12.6,284,11.81,258,-60.52,710
A183300,코미코,반도체 관련장비 및 부품,반도체장비,39.56,654,14.33,386,3.11,570,3.73,639,16.25,367,16.55,381,-52.95,628
A282690,동아타이어,자동차 및 관련부품,타이어,39.51,655,9.85,288,1.22,331,0.5,53,12.71,290,11.59,252,-71.65,817
A030520,한글과컴퓨터,IT서비스,소프트웨어,39.47,656,15.65,409,1.43,383,2.06,423,17.8,389,8.6,165,-61.29,725
A083310,엘오티베큠,반도체 관련장비 및 부품,클린룸,39.35,657,58.8,627,1.5,398,1.63,350,7.11,128,40.46,553,-56.99,679
A308100,까스텔바작,섬유 및 의류,의류,39.33,658,28.12,529,1.39,373,1.16,248,44.95,579,11.35,245,-58.75,693
A282880,코윈테크,기계,기계,39.31,659,-11.98,707,4.06,630,2.25,446,19.6,416,83.52,641,-45.43,549
A101160,월덱스,반도체 관련장비 및 부품,반도체 부품,38.93,660,16.05,417,2.42,520,3.38,606,11.39,256,10.22,205,-58.9,694
A007700,F&F홀딩스,지주사,지주사,38.87,661,1.24,13,0.35,81,-0.19,880,1.29,5,2.31,11,-84.39,864
A221980,케이디켐,화학,기타 화학,38.85,662,11.17,317,1.4,375,0.82,149,8.36,162,10.59,223,-73.18,825
A085370,루트로닉,의료기기 및 용품,의료기기,38.64,663,19.24,453,2.97,561,3.65,635,43.16,574,37.63,546,-46.86,571
A020400,대동금속,자동차 및 관련부품,엔진부품,38.58,664,6.01,167,0.38,95,1.11,234,10.33,223,10.42,213,-92.05,878
A174900,앱클론,제약 및 바이오,바이오,38.44,665,-71.72,707,136.88,851,12.63,848,-31.8,709,-46.24,722,-29.27,396
A001460,BYC,섬유 및 의류,의류,38.33,666,6.46,183,1.7,424,0.61,87,10.16,213,10.58,222,-78.89,849
A268600,셀리버리,제약 및 바이오,바이오,38.31,667,-107.3,707,2312.57,869,46.79,878,-87.62,709,-88.95,722,-28.67,390
A138250,엔에스쇼핑,유통,홈쇼핑,38.23,668,11.78,332,0.91,254,1.18,254,-74.36,709,25.49,483,-59.47,700
A102710,이엔에프테크놀로지,반도체 관련장비 및 부품,반도체 부품,38.21,669,12.18,343,1.07,297,1.63,350,24.2,477,9.52,189,-65.11,763
A279600,미디어젠,IT서비스,소프트웨어,38.13,670,50.76,612,5.86,689,4.18,671,-28.81,709,-117.17,722,-38.07,473
A003850,보령제약,제약 및 바이오,제약,38.1,671,22.9,499,2.35,515,3.79,646,16.92,374,36.02,538,-51.37,612
A033240,자화전자,IT 장비 및 소재,카메라모듈,37.87,672,32.52,550,1.13,311,1.31,281,7.31,135,-249.4,722,-60.6,711
A067160,아프리카TV,미디어 및 엔터,미디어,37.79,673,13.4,369,5.51,676,7.66,802,19.2,408,19.27,423,-50.02,599
A239610,에이치엘사이언스,제약 및 바이오,제약,37.76,674,14.61,392,1.59,413,2.24,445,19.51,413,10.55,220,-62.08,732
A272110,케이엔제이,반도체 관련장비 및 부품,반도체 부품,37.76,674,24.75,510,3.05,566,5.4,741,21.08,431,74.71,631,-46.39,566
A336370,솔루스첨단소재,IT 장비 및 소재,카메라모듈,37.47,676,-25.79,707,11.79,767,10.33,832,60.34,618,58.16,599,-37.02,463
A223250,드림씨아이에스,제약 및 바이오,바이오,37.25,677,64.94,635,3.95,621,2.5,489,42.3,571,21.11,441,-49.32,594
A108380,대양전기공업,조선,조선기자재,37.24,678,9.24,266,1.06,296,0.86,165,17.26,385,12.04,266,-73.11,824
A206640,바디텍메드,의료기기 및 용품,진단기기,37.15,679,8.62,250,3.02,564,3.9,658,10.75,234,6.43,100,-64.37,754
A016800,퍼시스,가정용품,가구,37.1,680,11.09,314,1.67,421,1.06,222,9.99,207,19.15,419,-68.25,792
A314130,지놈앤컴퍼니,제약 및 바이오,바이오,37.1,680,-59.82,707,2313,870,4.36,681,-15.82,709,-31.9,722,-34.41,441
A101490,에스앤에스텍,디스플레이 장비 및 부품,디스플레이 부품,36.91,682,-548.2,707,7.19,712,3.77,642,44.38,576,60.82,607,-42.62,518
A049430,코메론,기계,기계,36.8,683,13.93,378,2.08,474,0.94,195,6.14,103,9.53,190,-75.59,837
A317690,퀀타매트릭스,의료기기 및 용품,진단기기,36.75,684,-15.49,707,121.59,849,3.89,656,-11.59,709,-13.42,722,-36.21,454
A383310,에코프로에이치엔,화학,종합 화학,36.67,685,0,707,0,872,0,880,0,709,0,722,-32.02,414
A080720,한국유니온제약,제약 및 바이오,제약,36.67,685,-21.17,707,2.49,526,1.88,392,-8.26,709,-10.31,722,-45.68,553
A089010,켐트로닉스,IT 장비 및 소재,스마트폰 부품,36.66,687,16.15,419,0.66,196,3.11,571,13,300,12.94,293,-65.18,766
A214320,이노션,미디어 및 엔터,광고,36.61,688,7.99,228,1.13,311,1.71,361,26.12,492,12.37,278,-67.25,785
A009770,삼정펄프,종이 및 용기,종이,36.61,688,7.02,199,0.66,196,0.44,37,-12.16,709,8.32,157,-78.63,847
A001260,남광토건,건설 및 건축자재,중견건설사,36.53,690,5.97,164,0.68,202,2.43,477,12.39,279,10.27,207,-78.36,843
A032500,케이엠더블유,통신,통신장비,36.5,691,58.74,626,6.38,700,8.53,814,70.95,630,80.83,638,-40.66,497
A185490,아이진,제약 및 바이오,바이오,36.48,692,-61.41,707,175.45,854,55.14,879,-44.7,709,-44.54,722,-32.53,420
A010620,현대미포조선,조선,조선,36.4,693,36.48,568,1.25,344,1.44,306,30.52,523,164.42,686,-55.62,662
A026890,디피씨,IT 장비 및 소재,파워서플라이,36.39,694,39.28,584,3.2,576,3.24,588,36.63,549,20.54,437,-51.26,611
A090360,로보스타,기계,산업용 로봇,36.37,695,-35.44,707,1.73,434,3.07,563,67.72,627,-32.95,722,-46.08,558
A037070,파세코,가정용품,주방용품,36.36,696,19.54,462,1.52,403,3.52,622,124.87,665,15.66,362,-54.57,648
A079550,LIG넥스원,기계,방위산업,36.36,696,-6.79,707,0.58,158,1.39,295,11.75,266,18.81,410,-64.96,761
A015350,부산가스,유틸리티,도시가스,36.34,698,11.14,316,0.79,227,0.8,139,7.98,154,18.62,408,-82.67,860
A003800,에이스침대,가정용품,가구,36.22,699,8.11,233,1.73,434,1.02,209,10.18,215,9.2,182,-81.69,857
A262260,에이프로,IT 장비 및 소재,2차전지,36.1,700,-8.74,707,5.19,670,4.88,710,191.67,683,-356.5,722,-39.82,489
A302430,이노메트리,IT 장비 및 소재,2차전지,36.08,701,42.55,594,7.04,709,3.44,613,78.81,640,-36.87,722,-43.32,525
A000500,가온전선,전기 및 전자기기,케이블,35.99,702,19.89,467,0.17,19,0.56,65,18.56,399,11.19,236,-88.21,875
A105740,디케이락,기계,피팅 및 밸브,35.91,703,33.8,556,1.5,398,1.17,252,14.98,336,56.68,593,-61.01,718
A299660,셀리드,제약 및 바이오,바이오,35.9,704,-259.24,707,0,872,24.77,872,-111.45,709,-192.63,722,-33.28,427
A106190,하이텍팜,제약 및 바이오,원료의약품,35.88,705,-21.82,707,1.35,368,1.13,240,59.01,617,-35.8,722,-53.3,632
A253450,스튜디오드래곤,미디어 및 엔터,미디어,35.75,706,219.53,687,5.54,678,4.39,684,46.52,583,52.26,580,-44.39,541
A074600,원익QNC,반도체 관련장비 및 부품,반도체 부품,35.7,707,9.64,282,1.34,366,2.82,530,11.34,254,13.51,308,-67.75,787
A272210,한화시스템,기계,우주항공,35.38,708,42.1,592,1.92,457,3.32,595,34.77,543,29.44,507,-53.49,633
A033640,네패스,반도체 관련장비 및 부품,반도체 부품,35.17,709,15.21,401,2.54,529,4.04,664,-48.42,709,-84.62,722,-47.6,581
A163730,핑거,IT서비스,시스템서비스,35.06,710,47.08,603,3.86,617,4.58,696,-8.91,709,76.74,632,-44.69,544
A002620,제일파마홀딩스,지주사,지주사,35.03,711,-19.02,707,0.53,145,0.97,196,114.74,659,28.32,496,-61.12,720
A001820,삼화콘덴서,IT 장비 및 소재,콘덴서,34.98,712,19.24,453,2.55,530,3.49,619,18.77,404,21.88,454,-56.77,678
A018310,삼목에스폼,건설 및 건축자재,거푸집,34.97,713,13.94,379,2.06,469,0.72,121,71.95,632,-23.83,722,-59.74,701
A014680,한솔케미칼,IT 장비 및 소재,IT 소재 및 부품,34.9,714,17.29,430,4.37,642,4.9,712,17.23,384,16.8,389,-55.63,663
A164060,이루다,의료기기 및 용품,의료용품,34.85,715,-77.93,707,5.19,670,3.22,587,21.76,442,26.36,492,-50.77,607
A039030,이오테크닉스,반도체 관련장비 및 부품,반도체장비,34.73,716,47.21,604,3.85,616,3.17,579,19.77,419,28.62,499,-53.83,639
A053610,프로텍,반도체 관련장비 및 부품,반도체장비,34.68,717,-799.53,707,2.84,549,1.37,290,6.9,120,11.52,251,-66.03,773
A092730,네오팜,가정용품,화장품,34.6,718,15.77,413,3.6,601,2.59,502,13.39,308,13.77,317,-62.27,737
A009470,삼화전기,IT 장비 및 소재,콘덴서,34.35,719,17,428,1.05,290,4.22,674,16.02,363,21.7,450,-61.91,730
A004080,신흥,의료기기 및 용품,의료용품,34.02,720,45.49,600,1.18,325,1.41,302,3.58,31,28.51,497,-70.59,810
A016790,현대사료,식음료,사료,33.86,721,8.84,258,1.09,303,1.95,408,-36.86,709,-43.15,722,-60.07,705
A298380,에이비엘바이오,제약 및 바이오,바이오,33.82,722,-22.77,707,111.52,846,11.7,842,-28.24,709,-18.45,722,-37.54,468
A290650,엘앤씨바이오,의료기기 및 용품,의료용품,33.76,723,80.42,645,19.01,799,11.25,840,87.79,646,87.79,649,-41.58,510
A004090,한국석유,건설 및 건축자재,건축자재,33.73,724,15.69,410,0.42,112,1.45,307,28.74,510,11.27,239,-78.56,844
A120030,조선선재,철강 및 비철강,봉형강,33.68,725,15.36,406,2.66,540,1.39,295,9.58,195,12.88,290,-72.8,820
A299030,하나기술,IT 장비 및 소재,2차전지,33.55,726,-38.66,707,7.58,716,8.42,811,191.76,684,120.11,668,-41.97,512
A028100,동아지질,건설 및 건축자재,중견건설사,33.24,727,8.9,260,0.89,251,1.34,286,-42.5,709,-174.07,722,-62.93,743
A240810,원익IPS,반도체 관련장비 및 부품,반도체장비,33.18,728,19.5,458,2.07,472,3.55,624,23.51,468,16.04,374,-60.97,716
A268280,미원에스씨,IT 장비 및 소재,IT 소재 및 부품,33.07,729,14.61,392,2.32,510,3.38,606,13.69,313,16.06,375,-64.24,751
A235980,메드팩토,제약 및 바이오,바이오,33.01,730,-55.07,707,0,872,24.51,871,-286.27,709,-48.94,722,-37.74,471
A006840,AK홀딩스,지주사,지주사,33,731,27.78,526,0.18,22,0.72,121,-4.03,709,-2.01,722,-65.62,768
A122640,예스티,디스플레이 장비 및 부품,디스플레이 장비,32.83,732,16.67,425,3.56,598,2.93,550,-6.77,709,-1201.5,722,-52.42,620
A183490,엔지켐생명과학,제약 및 바이오,제약,32.71,733,-46.24,707,37.28,823,8.39,810,-28.15,709,-38.91,722,-40.29,494
A194370,제이에스코퍼레이션,섬유 및 의류,의류,32.59,734,24.05,506,0.43,117,1.59,335,12.65,287,14.35,329,-83.48,862
A000850,화천기공,기계,공작기계,32.52,735,8.04,231,0.53,145,0.29,6,54.27,608,-425.5,722,-77.11,840
A069620,대웅제약,제약 및 바이오,제약,32.4,736,22.66,498,1.73,434,3.35,601,-19.93,709,54.19,585,-55.14,656
A149950,아바텍,디스플레이 장비 및 부품,디스플레이 장비,32.24,737,23.93,504,3.46,590,1.97,411,69.39,628,60.22,606,-56.54,673
A111110,호전실업,섬유 및 의류,의류,32.11,738,18.21,442,0.41,109,1.09,230,-17.09,709,52.91,583,-67.66,786
A265740,엔에프씨,가정용품,화장품,32.09,739,36.52,569,7.76,718,2.86,534,-135.5,709,59.17,601,-51.19,610
A304840,피플바이오,의료기기 및 용품,의료기기,32.02,740,-152.25,707,965.33,867,38.61,876,-55.74,709,-144.8,722,-39.55,486
A123690,한국화장품,가정용품,화장품,31.9,741,-34.93,707,2.94,556,7.02,790,-341.5,709,-13.84,722,-45.7,554
A058110,멕아이씨에스,의료기기 및 용품,의료기기,31.83,742,-45.46,707,3.49,594,3.79,646,76.62,639,8.16,149,-57.03,680
A005250,녹십자홀딩스,지주사,지주사,31.62,743,34.72,559,0.94,262,1.75,365,30.54,524,23.31,468,-66.34,776
A104460,디와이피엔에프,기계,기계,31.59,744,46.04,601,1.53,406,3.35,601,22.13,447,9.88,198,-65.15,764
A063160,종근당바이오,제약 및 바이오,원료의약품,31.57,745,-100.76,707,2.46,521,1.89,397,-40.03,709,165.16,688,-53.59,636
A115960,연우,가정용품,화장품,31.45,746,11.6,328,1.4,375,1.64,353,15.58,354,18.53,405,-76.34,839
A282330,BGF리테일,유통,편의점,31.37,747,5.98,165,0.51,138,4.78,702,50.5,592,19.38,424,-69.71,806
A090430,아모레퍼시픽,가정용품,화장품,31.07,748,28.63,533,3.57,599,3.57,626,30.11,518,63.03,612,-55.91,666
A200130,콜마비앤에이치,가정용품,화장품,30.96,749,20.33,472,2.33,512,4.5,688,17.78,388,13.38,304,-64.41,755
A084110,휴온스글로벌,지주사,지주사,30.93,750,8.91,261,1.51,401,1.96,409,27.74,503,8.92,175,-82.25,858
A010060,OCI,에너지,태양광,30.92,751,-27.56,707,1.46,390,1.22,263,19.3,410,54.53,586,-64.7,757
A053290,NE능률,일반서비스,교육,30.72,752,33.56,555,5.61,680,6.12,762,36.64,550,80.48,637,-52.51,622
A030960,양지사,가정용품,개인용품,30.68,753,-5.55,707,4.94,662,1.14,243,-36.48,709,437.8,710,-54.57,648
A319660,피에스케이,반도체 관련장비 및 부품,반도체장비,30.59,754,19.78,466,2.19,493,2.65,509,7.27,134,15.97,370,-73.3,826
A080580,오킨스전자,반도체 관련장비 및 부품,반도체 부품,30.55,755,63.12,633,9.07,735,13.63,850,714.12,703,699.83,716,-45.43,549
A099750,이지케어텍,의료기기 및 용품,의료기기,30.54,756,17.5,432,2.66,540,5.69,749,0,709,-51.1,722,-53.24,630
A095340,ISC,반도체 관련장비 및 부품,반도체 부품,30.53,757,13.36,366,2.6,536,1.75,365,15.07,338,18.28,402,-72.94,821
A129890,앱코,가정용품,가전제품,30.14,758,-14.68,707,2.56,531,2.64,507,17.03,378,18.56,406,-62.58,740
A077970,STX엔진,조선,조선기자재,30.05,759,4.29,99,0.53,145,1.19,255,-18.73,709,45.68,567,-85.6,867
A338220,뷰노,의료기기 및 용품,의료서비스,29.98,760,-42.62,707,299.5,859,6.77,782,-9.59,709,-34.72,722,-43.65,534
A086960,한컴MDS,IT서비스,소프트웨어,29.86,761,-20.58,707,1.01,281,1.25,267,34.03,540,35.85,537,-66.37,777
A224110,에이텍티앤,전기 및 전자기기,스마트카드,29.66,762,29.9,541,1.64,418,3.85,654,54.67,610,36.68,541,-60.5,708
A331920,셀레믹스,제약 및 바이오,바이오,29.64,763,-40.14,707,36.53,822,4.97,718,-23.7,709,-35.59,722,-45.91,556
A033270,유나이티드제약,제약 및 바이오,제약,29.54,764,22.64,497,3.93,620,2.98,554,22.81,454,21.73,452,-62.62,741
A003000,부광약품,제약 및 바이오,제약,29.43,765,71.82,640,9.04,734,6.13,763,-118.49,709,1270.25,719,-47.43,578
A302550,리메드,의료기기 및 용품,의료기기,29.32,766,146.3,671,11.07,754,6.03,760,342.89,698,-186.88,722,-46.97,573
A051900,LG생활건강,가정용품,화장품,29.27,767,24.19,508,3.02,564,4.99,720,23.68,474,19.2,420,-61.41,727
A086710,선진뷰티사이언스,가정용품,화장품,29.22,768,17.97,440,2.56,531,2.5,489,25.92,490,60.84,608,-64.15,749
A348150,고바이오랩,제약 및 바이오,바이오,29.16,769,-129.95,707,468.73,864,9.29,822,-43.47,709,-80.56,722,-44.31,539
A048530,인트론바이오,제약 및 바이오,바이오,29.08,770,55.86,623,16.53,794,8.51,813,144.89,674,43.74,561,-50.14,600
A094940,푸른기술,전기 및 전자기기,전자기기,29.05,771,38.92,582,5,663,3.99,663,45.8,580,-600,722,-54.22,643
A293580,나우IB,금융,기타 금융,28.91,772,-16.17,707,7.82,719,1.72,363,20.29,425,11.6,253,-65.92,769
A032960,동일기연,IT 장비 및 소재,IT 소재 및 부품,28.81,773,11.73,330,2.51,527,1.15,247,4.61,57,91.57,655,-92.75,879
A363280,티와이홀딩스,건설 및 건축자재,대형건설사,28.54,774,18.48,445,10.33,748,1.8,377,19.56,414,65.45,618,-64.3,752
A004830,덕성,섬유 및 의류,피혁(가죽),28.22,775,47.22,605,3.7,607,6.24,767,35.57,546,78.11,634,-55.68,664
A291650,압타머사이언스,제약 및 바이오,바이오,27.98,776,-50.1,707,591.33,865,5.19,730,-48.74,709,-46.68,722,-46.91,572
A148250,알엔투테크놀로지,IT 장비 및 소재,IT 소재 및 부품,27.98,776,21.99,488,4.32,638,2.77,521,228.25,690,25.52,484,-61.28,724
A059270,해성티피씨,기계,기계,27.93,778,193.95,681,19.64,802,4.57,694,0,709,216,696,-49.91,598
A023800,인지컨트롤스,자동차 및 관련부품,엔진부품,27.81,779,14.46,389,0.57,156,1.47,312,18.12,394,-126.71,722,-85.78,868
A351330,이삭엔지니어링,IT서비스,시스템서비스,27.72,780,0,707,0,872,7.18,795,0,709,0,722,-46.31,564
A098460,고영,전기 및 전자기기,전자기기,27.71,781,51.37,613,9.15,738,6.87,787,39.39,560,88.47,652,-53.89,640
A041140,넥슨지티,미디어 및 엔터,게임,27.54,782,99.96,662,14.93,788,3.9,658,29.52,516,77.76,633,-55.39,658
A042700,한미반도체,반도체 관련장비 및 부품,반도체장비,27.52,783,51.61,617,5.64,681,6.17,764,20.01,422,20.76,439,-60.9,714
A052400,코나아이,전기 및 전자기기,스마트카드,27.37,784,1.18,11,4.59,650,6.38,773,19.76,418,26.18,491,-70.98,813
A290690,소룩스,반도체 관련장비 및 부품,반도체 부품,27.29,785,-44.71,707,5.24,672,3.2,584,163.55,679,70,626,-55.53,660
A255440,야스,디스플레이 장비 및 부품,디스플레이 부품,27.27,786,15.69,410,4,626,1.38,293,47.16,584,55.18,589,-67.78,788
A049830,승일,종이 및 용기,용기 및 포장재,26.9,787,10.62,302,1.08,298,1.01,204,46.29,581,110.38,665,-86.1,869
A007330,푸른저축은행,금융,은행,26.88,788,9.34,270,5.73,685,1.02,209,36.3,548,13.52,309,-88.13,874
A078000,텔코웨어,통신,통신서비스,26.76,789,-82.11,707,3.43,589,1.2,257,-13.85,709,251.4,700,-61.09,719
A003350,한국화장품제조,가정용품,화장품,26.75,790,-1291.24,707,3.05,566,3.94,661,-1502.59,709,-49.8,722,-54.73,652
A058470,리노공업,반도체 관련장비 및 부품,반도체장비,26.24,791,29.25,538,11.68,762,7.5,798,25.98,491,29.63,511,-59.99,704
A035250,강원랜드,레저산업,카지노,26.1,792,-9.38,707,17.71,798,1.88,392,-36.82,709,-19.78,722,-56,668
A263050,유틸렉스,제약 및 바이오,바이오,25.59,793,-25.76,707,250.7,858,10.05,829,-13.23,709,-17.53,722,-49.24,593
A330350,위더스제약,제약 및 바이오,바이오,25.52,794,378.58,695,3.29,579,2.28,455,32.11,536,29.57,510,-65.92,769
A003920,남양유업,식음료,음료,25.03,795,-11.18,707,0.44,120,0.49,46,-12.44,709,-5.97,722,-80.84,855
A214260,라파스,가정용품,화장품,24.85,796,84.33,650,17.26,796,5.94,753,99.66,653,-56.91,722,-54.43,646
A002840,미원상사,화학,계면활성제,24.76,797,22.13,490,3.48,591,3.82,652,18.38,398,22.46,461,-70.6,811
A025950,동신건설,건설 및 건축자재,중견건설사,24.74,798,-266.07,707,11.59,759,5.2,732,-210.81,709,256.94,701,-54.13,642
A102460,이연제약,제약 및 바이오,제약,24.63,799,251.79,691,5.72,684,3.3,593,185.77,682,129.4,674,-58.45,691
A006370,대구백화점,유통,백화점,24.45,800,-18.14,707,1.64,418,0.58,77,-6.16,709,-8.85,722,-70.3,809
A080160,모두투어,레저산업,여행,24.26,801,-30.22,707,41.22,828,10.09,830,-48.6,709,-22.33,722,-52.06,618
A196300,애니젠,제약 및 바이오,바이오,24.23,802,85.99,651,8.6,730,6.36,771,-22.87,709,-121.83,722,-54.95,654
A064760,티씨케이,반도체 관련장비 및 부품,반도체 부품,23.92,803,28.1,528,8.53,727,7.4,796,26.92,499,23.84,473,-64.3,752
A008500,일정실업,자동차 및 관련부품,차량 시트,23.61,804,-10.19,707,0.65,189,0.91,184,-4.62,709,-3.91,722,-78.27,842
A347000,센코,전기 및 전자기기,전자기기,23.53,805,-295.97,707,19.32,801,5.2,732,126.31,666,-328.4,722,-55.26,657
A054780,키이스트,미디어 및 엔터,매니지먼트,23.13,806,23.31,501,6.45,701,6.17,764,-27.72,709,519.8,714,-59.84,703
A036420,제이콘텐트리,미디어 및 엔터,미디어,22.9,807,8.61,249,2.27,500,4.85,708,-19.8,709,-19.27,722,-68.07,790
A294090,이오플로우,의료기기 및 용품,의료용품,22.89,808,-46.72,707,0,872,23.68,869,-26.03,709,-42.32,722,-52.62,625
A278650,노터스,제약 및 바이오,바이오,22.84,809,17.55,433,3.54,597,3.81,649,25.15,482,22.52,462,-75.37,835
A950210,프레스티지바이오파마,제약 및 바이오,바이오,22.84,809,0,707,2824.5,871,0,880,-43.97,709,-197.06,722,-52.59,624
A261200,덴티스,의료기기 및 용품,의료기기,22.73,811,-146.55,707,3.97,623,6.91,788,14.78,333,-24.48,722,-63.6,745
A267850,아시아나IDT,IT서비스,시스템서비스,22.5,812,9.56,280,1.47,394,2.07,426,-312.85,709,42.23,557,-100,883
A226320,잇츠한불,가정용품,화장품,22.39,813,58.91,628,4.46,646,1.66,356,-157.81,709,181.83,691,-66.08,774
A348350,위드텍,전기 및 전자기기,전자기기,22.14,814,-131.49,707,8.03,721,2.6,503,75.19,638,82.93,640,-64.1,748
