코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,시가총액 (억),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),발표 분기 PSR,낮은순서(값>0)  (비중 5),발표 분기 PEG,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 분기 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(5일대비),높은순서  (비중 15),거래대금 증가율(20일대비),높은순서  (비중 15),
A011280,태림포장,종이 및 용기,용기 및 포장재,77.42,144,3445,582,8.45,452,0.52,304,0.02,109,1.09,488,9.51,343,6.29,186,-3.18,872,-5.1,675,
A181710,NHN,미디어 및 엔터,게임,77.42,144,16024,154,7.72,394,0.87,565,0.54,1008,0.94,371,20.64,799,13.74,550,4.67,671,19.69,417,
A093190,빅솔론,전기 및 전자기기,전기장비,77.36,146,1214,1370,8.67,466,1.4,861,-26.05,1328,0.82,268,10.42,393,19.91,748,95.03,161,22.76,401,
A091590,남화토건,건설 및 건축자재,중견건설사,77.26,147,1462,1201,7.86,408,1.61,954,0.09,487,1.05,454,19.14,754,25.17,852,15.82,539,131.19,139,
A007680,대원,건설 및 건축자재,중견건설사,77.25,148,1438,1216,-12.69,1482,0.64,399,0,1328,0.52,75,6.2,173,27.57,887,72.7,221,42.31,308,
A036580,팜스코,식음료,사료,77.22,149,2578,771,3.93,134,0.18,41,0.02,109,0.83,280,4.16,74,2.96,30,-12.82,1057,-17.58,848,
A091120,이엠텍,IT 장비 및 소재,스마트폰 부품,77.2,150,2892,686,9.63,521,0.7,448,0.01,1,1.5,756,5.92,161,7.12,229,-6.56,926,3.82,526,
A023410,유진기업,건설 및 건축자재,시멘트 및 레미콘,77.11,151,4554,453,6.26,303,0.32,138,0.65,1046,0.56,96,5.81,147,4.14,74,35.78,395,-41.17,1246,
A234340,세틀뱅크,IT서비스,시스템서비스,77.09,152,3326,604,8.84,476,3.56,1441,0.37,915,2.84,1341,22.8,867,23.89,833,142.03,91,124.17,145,
A001340,백광산업,화학,기타 화학,77.08,153,3135,640,16.55,814,1.69,987,0.6,1025,1.76,900,22.64,863,17.62,677,105.26,139,48.03,288,
A066670,디스플레이텍,IT 장비 및 소재,스마트폰 부품,77.08,154,950,1580,7.3,371,0.96,616,0.01,1,0.64,147,13.69,563,134.94,1244,17.59,522,28.36,367,
A008470,부스타,기계,보일러,77.03,155,690,1805,13.45,697,0.76,496,0.02,109,0.9,347,21.89,835,-167.48,1369,24.08,463,380.97,51,
A236200,슈프리마,전기 및 전자기기,보안장비,77.02,156,1975,957,11.65,628,3.21,1379,-0.38,1328,1.3,627,8.55,287,15.13,599,63.85,257,81.71,209,
A006110,삼아알미늄,철강 및 비철강,알루미늄,76.99,157,1491,1185,10.41,559,0.62,388,0.15,658,1.33,643,15.44,640,13.53,541,41.96,356,6.41,509,
A006570,대림통상,건설 및 건축자재,위생도기,76.99,157,694,1803,11.72,633,0.49,279,0.11,541,0.93,365,-20.1,1418,-31.09,1369,152.72,81,97.7,186,
A007340,디티알오토모티브,자동차 및 관련부품,타이어,76.96,159,3973,512,5.16,222,0.4,205,4.82,1277,0.61,120,4.82,99,4.29,82,-11.11,1020,1.23,547,
A215200,메가스터디교육,일반서비스,교육,76.95,160,8398,268,5.86,274,1.22,777,0.02,109,3.12,1420,17.61,706,16.28,638,7.17,632,26.75,377,
A095500,미래나노텍,디스플레이 장비 및 부품,디스플레이 부품,76.93,161,1314,1308,-11.51,1482,0.28,108,0.01,1,0.68,174,4.46,83,4.48,93,21.01,491,-17.06,834,
A010620,현대미포조선,조선,조선,76.91,162,35389,80,38.11,1175,1.29,817,-0.99,1328,1.5,756,31.89,1019,50.41,1079,100.19,146,103.15,179,
A017890,한국알콜,화학,기타 화학,76.88,163,3187,624,6.28,307,0.7,448,0.36,907,0.82,268,5.13,111,4.11,71,0.22,738,-12.29,762,
A058860,KTIS,통신,통신서비스,76.84,165,1112,1446,7.44,382,0.25,79,-1.8,1328,0.64,147,5.59,136,5.01,120,49.53,314,-21.03,889,
A105630,한세실업,섬유 및 의류,의류,76.84,164,9340,247,52.89,1257,0.62,388,0.05,317,2.21,1123,10.82,414,7.92,266,36.67,387,-6.25,691,
A033290,코웰패션,섬유 및 의류,의류,76.82,166,5549,385,10.45,562,1.31,826,4.15,1269,1.42,712,9.97,365,6.84,217,17.13,529,15.34,443,
A035600,KG이니시스,IT서비스,전자결제,76.81,167,6027,357,2.69,72,0.62,388,0.35,900,1.82,932,9.55,344,5.79,158,33.07,405,-25.53,963,
A014620,성광벤드,기계,피팅 및 밸브,76.77,168,2889,689,11.32,609,2,1103,-3.03,1328,0.66,160,286.61,1376,-128.74,1369,133.37,104,178.61,106,
A012860,모베이스전자,자동차 및 관련부품,전장부품,76.72,169,1415,1233,5.59,248,0.17,32,-0.52,1328,0.99,410,-45.59,1418,12.62,502,31.32,411,46.91,291,
A182360,큐브엔터,미디어 및 엔터,매니지먼트,76.72,169,1567,1147,29.25,1079,2.4,1204,0.07,416,4.13,1632,26.27,925,18.04,694,400,1,346.36,59,
A067830,세이브존I&C,유통,백화점,76.69,171,1558,1154,8.96,482,1.25,793,0.74,1077,0.34,17,14.41,599,13.07,522,78.28,202,-5.35,678,
A001390,KG케미칼,화학,비료 및 농약,76.64,172,5255,405,1.14,11,0.13,19,0,1328,1.28,616,3.17,38,1.46,4,12.87,568,-31.42,1057,
A192650,드림텍,IT 장비 및 소재,스마트폰 부품,76.63,173,8227,272,10.82,583,0.59,366,0,1328,2.92,1361,10.5,397,8.03,271,0.79,729,103.27,178,
A067010,이씨에스,IT서비스,컨택센터,76.51,174,868,1661,7.43,380,1.18,745,2.54,1231,1.79,915,15.47,642,19.58,740,53.49,298,468.27,40,
A039440,에스티아이,반도체 관련장비 및 부품,반도체장비,76.47,175,2636,754,25.83,1028,1.51,919,31.97,1319,1.52,777,22.38,851,57.45,1114,134.81,103,225.07,89,
A033500,동성화인텍,조선,조선기자재,76.4,176,3665,555,6.02,285,0.83,540,0.16,679,3.17,1438,9.36,331,7.93,267,31.05,413,-5.06,674,
A265520,AP시스템,디스플레이 장비 및 부품,디스플레이 장비,76.36,177,4388,468,7.68,391,0.97,624,0.11,541,2.92,1361,7.84,260,9,335,51.76,304,-16.26,824,
A050760,에스폴리텍,IT 장비 및 소재,IT 소재 및 부품,76.35,178,846,1679,15.65,787,0.72,471,-0.55,1328,1.3,627,6.76,202,8.68,311,51.59,307,33.02,347,
A001230,동국제강,철강 및 비철강,제강,76.32,179,21186,130,4.82,191,0.38,184,0.17,698,1.03,435,21.13,812,4.84,115,-2.75,865,-10.04,738,
A086960,한컴MDS,IT서비스,소프트웨어,76.28,180,1571,1141,-21.99,1482,0.96,616,-0.69,1328,1.33,643,36.37,1058,15.35,607,142.14,90,240.26,80,
A041920,메디아나,의료기기 및 용품,의료기기,76.19,181,1215,1369,9.62,520,2.15,1137,-0.39,1328,1.72,878,12.08,494,13.97,561,111.31,132,66.37,241,
A000810,삼성화재,금융,손해보험,76.18,182,105883,31,22.02,959,0.54,319,0.04,265,0.68,174,6.05,166,4.55,99,-6.52,924,-20.29,875,
A053050,지에스이,유틸리티,도시가스,76.08,183,660,1831,4.8,188,0.35,160,0.13,608,0.88,330,4.94,107,4.33,84,42.64,351,-29.33,1024,
A187790,나노,화학,기타 화학,76.03,184,476,1938,9.07,486,1.23,782,0.06,373,1.11,503,-40.61,1418,-24.79,1369,210.38,42,119.85,150,
A046940,우원개발,건설 및 건축자재,중견건설사,75.96,185,1330,1294,1.98,40,0.93,597,-1.96,1328,1.32,639,191.09,1347,78.79,1173,138.64,97,61.78,251,
A142210,유니트론텍,반도체 관련장비 및 부품,반도체 유통,75.78,186,884,1646,-2.96,1482,0.26,87,-1.6,1328,1.68,861,7.22,234,6.5,199,58.38,280,53.65,277,
A037710,광주신세계,유통,백화점,75.78,186,3176,630,4.23,158,1.99,1097,0.22,776,0.45,46,6.39,187,5.74,156,-0.38,821,-4.54,665,
A161890,한국콜마,가정용품,화장품,75.75,188,13111,187,12.48,666,0.83,540,-29.58,1328,2.08,1067,26.62,933,13.52,540,41.31,362,24.38,389,
A143240,사람인에이치알,IT서비스,인터넷서비스,75.59,189,5725,376,24.3,999,5.79,1631,0.6,1025,4.58,1685,21,808,18.99,721,202,51,379.76,52,
A101330,모베이스,IT 장비 및 소재,스마트폰 부품,75.59,190,1116,1443,1.74,29,0.09,8,0,1328,0.45,46,-2.79,1418,-10.23,1369,44.33,343,46.18,295,
A043370,피에이치에이,자동차 및 관련부품,전장부품,75.51,191,2510,789,4.12,152,0.25,79,0.1,516,0.42,39,5.48,130,7.65,256,4.54,673,-38.26,1198,
A004020,현대제철,철강 및 비철강,제철,75.38,192,72194,42,3.23,101,0.37,178,0.03,190,0.43,40,8.6,291,5.94,162,-13.56,1076,-35.15,1125,
A022220,정산애강,건설 및 건축자재,건축자재,75.36,193,1600,1122,21.54,951,2.73,1274,0.52,998,1.84,942,33.28,1031,29.72,924,138.61,98,746.23,25,
A042700,한미반도체,반도체 관련장비 및 부품,반도체장비,75.33,194,17731,145,56.16,1272,6.25,1663,0.13,608,6.71,1845,21.77,830,22.93,812,150.47,84,325.35,64,
A024740,한일단조,자동차 및 관련부품,동력전달장치,75.29,195,1100,1463,11.79,634,0.74,485,-1.68,1328,1.04,446,-148.65,1418,-184.56,1369,280.51,19,124.56,143,
A096770,SK이노베이션,석유 및 가스,정유,75.2,196,249195,15,6.02,285,0.67,424,-0.22,1328,1.73,888,-16.56,1418,12.4,494,1.22,721,81.03,212,
A065950,웰크론,섬유 및 의류,섬유,75.19,197,1423,1227,4.97,207,0.43,235,0.07,416,1.89,967,11.97,486,9.18,343,-7.15,942,40.29,315,
A009540,한국조선해양,조선,조선,75.12,198,95898,34,50.66,1251,0.65,407,-0.8,1328,0.87,321,53.58,1173,35.53,986,58.91,274,14.22,449,
A090350,노루페인트,건설 및 건축자재,페인트,75.1,199,2580,770,5.75,260,0.42,224,0.8,1095,0.77,239,12.7,515,10.13,401,0.68,731,-3.42,659,
A201490,미투온,미디어 및 엔터,게임,75.04,200,1994,951,4.32,165,1.76,1014,0.41,940,2.05,1053,15.9,655,4.56,100,18.74,509,17.09,428,
A187270,신화콘텍,IT 장비 및 소재,IT 소재 및 부품,74.96,201,622,1856,26.2,1034,1.6,951,-0.82,1328,1.3,627,21.1,809,27.52,886,192.97,56,941.83,17,
A200130,콜마비앤에이치,가정용품,화장품,74.89,202,14757,166,19.76,907,2.12,1129,1.1,1148,4.38,1662,17.28,696,12.97,516,67.13,238,57.93,263,
A003780,진양산업,화학,폴리우레탄,74.85,203,775,1744,12.98,682,1.06,689,-0.73,1328,1.81,926,17.73,707,17.78,685,88.6,179,124.08,146,
A016800,퍼시스,가정용품,가구,74.71,204,4497,458,10.14,543,1.34,837,0.13,608,0.97,391,9.13,318,16.86,655,22.75,474,-17.53,846,
A034830,한국토지신탁,일반서비스,부동산,74.7,205,5997,360,1.81,33,3.52,1435,-0.18,1328,0.65,154,6.84,207,10.18,402,38.89,376,-22.28,909,
A025540,한국단자,자동차 및 관련부품,전장부품,74.69,206,11144,211,10.79,580,1.18,745,0.16,679,1.4,699,9.9,359,9.03,338,5.97,652,-9.96,736,
A002380,KCC,건설 및 건축자재,페인트,74.66,208,30036,97,5.14,219,0.55,328,0.4,934,0.61,120,42.93,1111,9.71,372,-11.49,1029,6.7,505,
A066620,국보디자인,건설 및 건축자재,중견건설사,74.66,207,1958,967,-78.22,1482,0.63,395,-12.76,1328,1.18,549,8.93,304,6.08,174,4.81,668,92.72,193,
A000660,SK하이닉스,반도체 관련장비 및 부품,종합 반도체,74.65,209,891803,2,6.77,341,2.62,1253,0.4,934,1.7,870,22.51,856,16.83,652,15.46,545,19.89,414,
A036930,주성엔지니어링,반도체 관련장비 및 부품,반도체장비,74.57,210,7237,303,210.51,1426,2.4,1204,0.01,1,2.97,1376,11.35,447,11.27,455,30.89,416,14.3,448,
A221610,자안바이오,IT 장비 및 소재,스마트폰 부품,74.51,211,481,1936,-3.33,1482,1.97,1089,0.01,1,0.81,264,-2.66,1418,-2.97,1369,175.14,66,878.58,21,
A043360,디지아이,전기 및 전자기기,전기장비,74.49,212,392,1969,42.57,1204,3.21,1379,0.02,109,0.85,301,-35,1418,-21.59,1369,266.23,20,1259.53,5,
A131290,티에스이,반도체 관련장비 및 부품,반도체장비,74.47,213,6449,331,19.99,912,2.62,1253,3.07,1244,3.16,1432,15.06,623,13.6,544,67.85,235,58.25,262,
A010470,오리콤,미디어 및 엔터,광고,74.44,214,1327,1298,27.26,1056,1.08,698,0.11,541,1.64,843,22.57,861,182.28,1281,123.25,113,42.46,307,
A078890,가온미디어,가정용품,셋톱박스,74.42,215,2172,889,7.52,386,0.45,247,0.1,516,1.29,621,8.74,299,7.61,254,10.02,603,-23.86,940,
A248170,샘표식품,식음료,식료품,74.41,216,2691,743,6.26,303,0.79,514,1.29,1169,1.34,659,6.7,199,6.07,172,25.98,451,-22.41,911,
A007690,국도화학,화학,합성수지,74.32,217,4707,446,6.39,316,0.38,184,0.03,190,0.84,288,5.91,159,4.47,92,-38.39,1578,9.28,486,
A097950,CJ제일제당,식음료,식료품,74.29,219,67669,43,2.98,87,0.27,98,-0.16,1328,1.22,574,10.23,381,4.39,87,-11.81,1035,-9.15,724,
A017940,E1,석유 및 가스,가스판매,74.29,218,3924,524,1.87,36,0.08,4,0.07,416,0.32,14,2.42,16,2.65,20,-9.75,999,-43.53,1282,
A088350,한화생명,금융,생명보험,74.27,220,32613,86,1.2,16,0.2,54,0.01,1,0.29,9,2.62,21,1.87,7,-21.45,1241,-45.28,1321,
A093920,서원인텍,IT 장비 및 소재,스마트폰 부품,74.24,221,1427,1223,5.2,226,0.53,309,-0.32,1328,0.84,288,9.37,333,26.41,871,38.59,378,-9.21,725,
A025980,아난티,레저산업,레저,74.21,222,8421,266,14.72,749,3.79,1470,0.08,452,2.36,1181,14.32,597,9.77,379,90.6,178,-11.2,755,
A104830,원익머트리얼즈,반도체 관련장비 및 부품,반도체 부품,74.19,223,4325,472,6.39,316,1.55,933,0.28,841,1.24,592,9.6,346,10.3,411,6.67,644,-5.83,685,
A200880,서연이화,자동차 및 관련부품,차량 시트,74.18,224,2489,802,1.78,32,0.12,16,0.68,1058,0.4,30,71.2,1235,3.61,53,-17.96,1170,24.63,388,
A041910,에스텍파마,제약 및 바이오,원료의약품,74.13,225,1571,1141,57.6,1279,2.82,1301,1.51,1187,1.39,693,15.9,655,30.61,935,167.26,70,106.89,171,
A033790,스카이문스테크놀로지,통신,통신장비,74.08,226,142,2004,21.19,940,1.16,735,0.02,109,0.69,182,2.87,28,2.79,24,0,740,0,561,
A017800,현대엘리베이,기계,기계,74.03,227,21795,127,12.88,677,1.22,777,0.02,109,2.19,1114,37.91,1072,21.86,789,49.13,317,-13.08,774,
A020710,시공테크,미디어 및 엔터,미디어,74.02,228,2025,933,21.89,957,2.55,1237,0.86,1104,1.82,932,-123.18,1418,301.34,1317,343.57,10,1440.66,4,
A115310,인포바인,IT서비스,공인인증서,74.01,229,757,1760,10.11,541,3.89,1483,-2.35,1328,0.85,301,8.93,304,8.26,284,18.95,507,131.04,140,
A066570,LG전자,전기 및 전자기기,전자기기,73.86,230,267564,14,4.59,176,0.36,168,-2.58,1328,1.62,830,6.7,199,4.41,90,-5.34,910,-15.72,815,
A051500,CJ프레시웨이,식음료,식료품,73.85,231,3811,541,2.61,66,0.17,32,-0.21,1328,2.22,1129,-12.72,1418,30.27,932,80.24,197,-2.5,648,
A281820,케이씨텍,반도체 관련장비 및 부품,반도체장비,73.83,232,6196,347,8.33,443,1.85,1042,2.67,1233,1.76,900,16.56,679,16,628,4.65,672,68.49,233,
A004000,롯데정밀화학,화학,합성수지,73.82,233,17441,147,8.28,439,1.27,801,-1.8,1328,1.06,461,10.77,410,12.28,491,-5.07,905,23.05,399,
A039830,오로라,유아동산업,유아동산업,73.79,234,1205,1374,10.69,572,0.84,549,0.02,109,1.07,471,11.78,474,6.14,177,-11.07,1018,21.63,406,
A058400,KNN,미디어 및 엔터,미디어,73.79,234,2913,680,19.23,889,6.15,1653,0.01,1,1.47,740,82.76,1257,57.89,1116,73.4,219,36.16,335,
A033270,유나이티드제약,제약 및 바이오,제약,73.78,236,9519,241,25.76,1027,4.75,1568,-1.21,1328,3.39,1489,25.95,919,31.1,939,129.48,110,374.91,53,
A071950,코아스,가정용품,가구,73.64,237,479,1937,9.19,491,0.39,192,1.3,1171,1.96,998,21.77,830,18.62,714,141.63,92,10.36,475,
A083640,인콘,전기 및 전자기기,보안장비,73.63,238,1262,1341,36.66,1159,2.81,1298,0.33,889,1.49,747,36.02,1054,-71.22,1369,213.56,41,896.82,19,
A066130,하츠,건설 및 건축자재,건축자재,73.51,239,1670,1088,22.41,965,1.29,817,0.05,317,1.85,950,12.32,499,10.49,420,23.54,467,2.38,536,
A010400,우진아이엔에스,기계,기계,73.46,240,696,1800,8.46,453,1.07,695,0.02,109,0.72,207,-4.35,1418,-3.68,1369,58.52,279,23.14,397,
A021050,서원,철강 및 비철강,구리,73.37,241,1294,1320,-5.59,1482,0.43,235,0.01,1,1.19,559,3.99,66,7.08,227,-13.12,1065,35.65,338,
A006220,제주은행,금융,은행,73.37,242,2345,838,-39.93,1482,1.36,846,0.2,750,0.46,50,7.51,247,6.43,194,33.26,404,-16.48,827,
A004980,성신양회,건설 및 건축자재,시멘트 및 레미콘,73.37,243,3065,655,5.32,232,0.37,178,-0.18,1328,0.78,246,-8.48,1418,9.28,348,108.36,135,-33.52,1097,
A037440,희림,건설 및 건축자재,중견건설사,73.35,244,1036,1518,9.28,499,0.57,346,0.19,729,1.89,967,45.04,1124,30.08,928,78.15,203,12.3,462,
A010660,화천기계,기계,공작기계,73.32,245,647,1842,7.45,385,0.4,205,2.13,1216,0.54,81,237.87,1364,-40.04,1369,48.38,322,70.88,228,
A013870,지엠비코리아,자동차 및 관련부품,변속기부품,73.31,246,1390,1254,6.99,357,0.27,98,0.05,317,0.62,132,22.58,862,33.16,961,110.04,134,-40.98,1244,
A085910,네오티스,기계,기계,73.19,247,708,1791,10.41,559,1.66,977,0.9,1115,1.6,821,16.97,692,13.36,534,237.37,30,4.98,522,
A031430,신세계인터내셔날,섬유 및 의류,의류,73.11,248,14280,175,11.42,614,1.04,678,0.04,265,2.18,1111,15.25,629,16.78,649,17.01,532,-15.74,816,
A126600,코프라,자동차 및 관련부품,차량 내장재,73.09,249,1337,1284,7.78,401,0.71,460,0.1,516,1.1,497,7.38,242,8.15,279,21.48,485,-28.43,1012,
A006140,피제이전자,의료기기 및 용품,의료기기,73.08,250,2093,905,58.22,1280,1.86,1048,0.1,516,1.88,962,14.09,583,53.89,1096,20.38,496,196.83,98,
A014190,원익큐브,화학,기타 화학,73.08,250,1494,1184,21.47,949,0.66,417,0.02,109,1.72,878,12.17,496,10.02,395,14.55,555,-6.45,693,
A241770,메카로,반도체 관련장비 및 부품,반도체장비,73.02,252,1197,1382,10.09,540,1.69,987,4.89,1279,0.87,321,-534.38,1418,-36.99,1369,96.34,155,125.26,142,
A003570,SNT중공업,자동차 및 관련부품,변속기부품,73.01,253,3508,577,5.76,262,1.25,793,0,1328,0.54,81,1.61,10,29.8,925,25.77,454,-24.76,950,
A170790,파이오링크,통신,통신장비,72.95,254,1018,1536,14.13,718,2.72,1270,0.9,1115,1.96,998,25.4,909,27.66,889,75.85,212,441.43,44,
A102460,이연제약,제약 및 바이오,제약,72.9,255,10493,224,352.04,1444,7.8,1718,0.03,190,4.61,1690,259.73,1370,176.77,1277,245.16,28,249.32,73,
A028100,동아지질,건설 및 건축자재,중견건설사,72.89,256,2588,766,8.82,474,0.94,607,0.21,763,1.33,643,-42.12,1418,-34.86,1369,32.09,408,39.84,318,
A084010,대한제강,철강 및 비철강,제강,72.84,257,5730,375,2.9,81,0.4,205,0.04,265,1.12,512,6.93,217,10.83,438,-22.28,1261,-13.99,785,
A326030,SK바이오팜,제약 및 바이오,바이오,72.79,258,105723,32,-58.16,1482,18.88,1868,0.07,416,20.81,1986,20.49,794,34.81,980,130.26,107,151.39,121,
A095340,ISC,반도체 관련장비 및 부품,반도체 부품,72.72,259,4040,504,15.79,792,2.76,1279,-4.05,1328,2.07,1064,17.81,711,15.42,609,53.18,299,29.61,359,
A111110,호전실업,섬유 및 의류,의류,72.71,260,1248,1351,19.52,900,0.56,337,-0.39,1328,1.16,536,-18.32,1418,-13.04,1369,97.07,151,95.01,190,
A120030,조선선재,철강 및 비철강,봉형강,72.68,261,1673,1082,15.59,782,2.34,1188,-0.85,1328,1.41,704,9.73,351,10.97,443,49.74,313,9.49,484,
A045060,오공,화학,기타 화학,72.63,263,900,1633,7.44,382,0.54,319,0.18,711,1.03,435,9.29,327,8.52,300,9.18,613,-13.78,779,
A026940,부국철강,철강 및 비철강,강판,72.63,262,995,1556,-13.15,1482,0.56,337,0.03,190,0.87,321,10.79,412,9.71,372,48.61,321,-20.7,883,
A263860,지니언스,IT서비스,소프트웨어,72.52,264,778,1742,10.91,588,4.1,1505,0.17,698,2.2,1115,37.84,1071,-47.91,1369,204.62,46,625.49,28,
A243070,휴온스,제약 및 바이오,제약,72.47,265,7004,307,16.7,817,1.75,1011,-2.89,1328,2.89,1356,19.66,775,12.85,510,14.04,559,102.64,180,
A039240,경남스틸,철강 및 비철강,강판,72.44,266,1158,1409,11.65,628,0.33,145,0.18,711,1.31,634,13.77,567,13.17,526,58.57,278,-25.28,958,
A234100,세원,자동차 및 관련부품,기타 자동차부품,72.41,267,1879,990,56.76,1276,2.64,1259,0.01,1,2.52,1248,6.25,174,214.5,1298,47.12,328,28.06,369,
A003120,일성신약,제약 및 바이오,제약,72.39,268,2269,864,87.27,1349,6.45,1671,0.01,1,0.67,166,-10.05,1418,-108.25,1369,70.07,225,53.8,276,
A023530,롯데쇼핑,유통,백화점,72.37,269,32108,90,1.54,25,0.21,57,-0.44,1328,0.33,15,-19.47,1418,12.99,517,20.17,498,-35.37,1134,
A048770,TPC,전기 및 전자기기,전자기기,72.35,270,674,1820,11.07,597,0.86,558,2.36,1225,2,1023,276.23,1373,40.5,1021,137.09,101,124.33,144,
A092460,한라IMS,조선,조선기자재,72.29,271,1088,1474,-498.42,1482,2.51,1228,0.02,109,1.35,662,-13.38,1418,-14.59,1369,122.17,114,208.96,94,
A004700,조광피혁,섬유 및 의류,피혁(가죽),72.17,272,3830,539,19.44,896,3.64,1454,1.92,1207,1.15,530,21.73,828,21.37,782,45.39,340,26.43,380,
A083310,엘오티베큠,반도체 관련장비 및 부품,클린룸,72.14,273,2903,683,60.27,1285,1,644,0.26,817,1.68,861,7.29,236,6.68,208,12.41,574,-2.52,649,
A090370,메타랩스,섬유 및 의류,의류,72.13,275,869,1660,16.8,822,2.25,1165,0.11,541,1.56,798,-25.26,1418,-34.27,1369,103.15,140,255.23,71,
A096690,에이루트,전기 및 전자기기,전기장비,72.13,274,1091,1471,-32.48,1482,3.4,1422,0.08,452,1.04,446,-7.13,1418,-23.93,1369,184.02,59,355.59,56,
A069330,유아이디,디스플레이 장비 및 부품,디스플레이 부품,72,276,406,1968,-27.73,1482,0.59,366,0.12,572,4.06,1622,14.34,598,10.11,400,43.15,348,142.85,128,
A018470,조일알미늄,철강 및 비철강,알루미늄,71.98,277,1015,1542,-20.13,1482,0.26,87,0.06,373,0.88,330,10.1,375,8.18,280,8.81,620,-7.19,704,
A082740,HSD엔진,조선,조선기자재,71.97,279,3942,521,113.24,1380,0.86,558,0.06,373,1.84,942,-14.1,1418,-14.2,1369,99.25,149,9.87,479,
A225220,제놀루션,의료기기 및 용품,의료용품,71.97,278,1603,1117,4.61,179,1.92,1075,0,1328,2.31,1163,3.49,49,3.03,32,4.98,664,6.82,503,
A002320,한진,운송 및 물류,육상운송,71.93,281,6442,332,3.05,93,0.29,116,0,1328,0.5,69,0.84,3,11.87,475,2.24,701,-44.89,1312,
A037560,LG헬로비전,미디어 및 엔터,미디어,71.93,280,7334,295,8.4,450,0.71,460,0.61,1029,1.16,536,29.17,976,18.11,700,9.42,609,-9.26,727,
A095660,네오위즈,미디어 및 엔터,게임,71.89,282,5773,369,7.89,411,2.02,1109,0.11,541,1.42,712,7.07,223,10.78,436,-14.72,1097,13.25,457,
A082640,동양생명,금융,생명보험,71.89,282,8972,253,5.05,213,0.17,32,0.03,190,0.31,12,2.11,14,1.81,6,-11.53,1030,-56.19,1551,
A025550,한국선재,철강 및 비철강,선재(와이어),71.87,284,1748,1045,32.42,1121,0.95,611,0,1328,1.91,978,16.93,691,15.38,608,58.02,284,20.05,412,
A001790,대한제당,식음료,식료품,71.84,285,3045,657,2.68,71,0.27,98,0.01,1,0.62,132,19.06,752,9.28,348,-32.25,1440,-6.8,699,
A079000,와토스코리아,건설 및 건축자재,위생도기,71.79,286,637,1845,19.03,881,3.39,1418,-13.45,1328,0.88,330,119.74,1303,-104.77,1369,379.35,3,1587.24,2,
A214320,이노션,미디어 및 엔터,광고,71.76,287,13360,184,8.25,436,1.26,797,-0.97,1328,1.77,908,26.97,938,16.48,641,2.35,698,24.27,390,
A036890,진성티이씨,기계,중장비 및 관련품,71.76,287,3024,661,11.22,604,0.7,448,-1.31,1328,1.98,1011,14.12,589,9.75,378,10.48,600,0.25,559,
A101160,월덱스,반도체 관련장비 및 부품,반도체 부품,71.73,289,3963,515,15.95,798,2.3,1180,0.48,980,3.36,1485,11.32,446,9.78,381,14.68,553,31.12,353,
A289010,아이스크림에듀,일반서비스,교육,71.72,290,1128,1432,-10.4,1482,0.83,540,0.02,109,1.71,875,-4.09,1418,-4.11,1369,52.67,302,147.31,125,
A285490,노바텍,IT 장비 및 소재,스마트폰 부품,71.69,291,4053,501,11.81,637,4.95,1586,0.11,541,4.63,1693,9.92,361,11.88,476,23.26,470,16.02,436,
A239610,에이치엘사이언스,제약 및 바이오,제약,71.65,292,2122,898,14.34,729,1.85,1042,-0.41,1328,2.2,1115,19.15,756,16.98,660,62.11,262,21.79,403,
A003460,유화증권,금융,증권,71.64,293,1644,1103,-6.59,1482,4.43,1545,0.01,1,0.35,18,6.76,202,6.06,170,-14.61,1095,66.41,240,
A053610,프로텍,반도체 관련장비 및 부품,반도체장비,71.6,294,2943,668,-801.16,1482,2.23,1156,0.01,1,1.37,674,6.92,215,7.03,223,-1.17,834,2.32,538,
A170030,현대공업,자동차 및 관련부품,차량 시트,71.6,294,1411,1236,6.54,327,0.64,399,0.05,317,1.22,574,9.08,314,9.22,346,45.89,335,-46.61,1339,
A145990,삼양사,식음료,식료품,71.46,296,6394,334,4.32,165,0.3,125,-0.63,1328,0.53,79,7.29,236,7.25,240,13.9,560,-51.58,1461,
A293490,카카오게임즈,IT서비스,소프트웨어,71.44,297,53428,54,65.08,1299,10.26,1775,1.19,1159,5.17,1744,64.35,1214,85.57,1188,238.39,29,928.02,18,
A002990,금호건설,건설 및 건축자재,중견건설사,71.43,298,4653,450,7.13,364,0.28,108,0.12,572,1.07,471,6.67,198,5.21,125,13.18,564,-55.3,1532,
A042660,대우조선해양,조선,조선기자재,71.41,299,38678,76,12.89,679,0.88,575,0.02,109,1.06,461,-4.12,1418,-4.54,1369,35.52,396,-21.8,902,
