코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,시가총액 (억),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),발표 분기 PSR,낮은순서(값>0)  (비중 5),발표 분기 PEG,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 분기 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(5일대비),높은순서  (비중 15),거래대금 증가율(20일대비),높은순서  (비중 15),
A258830,세종메디칼,의료기기 및 용품,의료용품,36.75,1723,685,1809,159.29,1403,3.96,1490,-1.64,1328,1.51,767,131.73,1315,-105.06,1369,-15.57,1120,-49.96,1421,
A222810,마이더스AI,IT서비스,소프트웨어,36.75,1724,652,1836,-8.12,1482,0.96,616,-0.1,1328,1.84,942,-6.57,1418,-7.34,1369,-68.19,1925,-13.79,780,
A246690,TS인베스트먼트,금융,기타 금융,36.66,1726,1679,1077,48.35,1233,14.05,1840,0.35,900,3.7,1558,35.04,1048,29.46,919,-53.08,1796,-31.39,1055,
A000300,대유플러스,자동차 및 관련부품,조향부품,36.66,1725,1942,973,74.4,1321,0.39,192,-0.96,1328,1.95,993,92.13,1267,15.84,619,-33.74,1478,-92.07,2000,
A289220,자이언트스텝,미디어 및 엔터,미디어,36.63,1727,5443,390,-474.49,1482,19.35,1870,-6.65,1328,18.33,1979,-382.23,1418,-251.99,1369,-8.77,979,-51.33,1454,
A027580,상보,디스플레이 장비 및 부품,디스플레이 부품,36.6,1728,1179,1397,26.92,1045,0.87,565,0.04,265,3.34,1483,34.64,1043,20.73,763,-38.7,1581,-82.78,1946,
A093230,이아이디,석유 및 가스,석유판매,36.58,1729,4601,452,-11.35,1482,2.59,1243,0.14,633,3.06,1406,-28.61,1418,-26.88,1369,-71.39,1943,-33.79,1105,
A049950,미래컴퍼니,디스플레이 장비 및 부품,디스플레이 장비,36.57,1730,2726,727,-19.24,1482,3.12,1366,0.41,940,2.79,1327,67.01,1224,-68.42,1369,-44.59,1675,-40.15,1230,
A149980,하이로닉,의료기기 및 용품,의료기기,36.56,1731,917,1610,22.84,975,7.32,1705,-0.98,1328,2.22,1129,71.87,1236,103.73,1213,-8.01,962,-63.1,1690,
A051780,큐로홀딩스,식음료,음료,36.55,1732,763,1753,-21.45,1482,1.18,745,0.01,1,2.1,1077,12.52,509,14.91,591,-57.41,1841,-72.64,1824,
A018700,바른손,미디어 및 엔터,영화,36.54,1733,883,1648,-127.89,1482,2.78,1290,-0.21,1328,2.2,1115,-18.68,1418,-26.53,1369,-23.97,1298,-38.56,1204,
A060280,큐렉소,의료기기 및 용품,의료기기,36.51,1734,3190,623,-142.85,1482,13.31,1831,0.48,980,7.33,1875,-51.15,1418,-49.56,1369,-25.7,1327,-38.52,1202,
A085810,알티캐스트,IT서비스,소프트웨어,36.47,1735,729,1778,12.04,647,2.22,1152,0.1,516,1.06,461,-16.1,1418,-5.73,1369,-73.86,1958,-45.22,1320,
A017550,수산중공업,기계,중장비 및 관련품,36.36,1736,2367,830,125.31,1388,1.38,855,-0.86,1328,2.09,1071,35.48,1051,41.94,1030,-38.11,1573,-60.52,1643,
A134060,이퓨쳐,일반서비스,교육,36.36,1736,527,1915,16.83,823,4.04,1499,0.01,1,2.76,1316,14.11,588,19.46,736,-73.44,1954,-53.06,1487,
A039740,한국정보공학,유통,유통,36.28,1738,454,1951,88.47,1353,0.33,145,-0.71,1328,1.26,604,-32.52,1418,97.84,1208,-17.53,1165,-79.03,1906,
A070590,한솔인티큐브,IT서비스,컨택센터,36.25,1739,507,1927,-15.65,1482,1.21,772,0.15,658,2.03,1042,-16.97,1418,-12.55,1369,-35.32,1509,-46.69,1344,
A024120,KB오토시스,자동차 및 관련부품,제동장치,36.2,1740,1020,1530,-16.34,1482,0.82,532,-1.12,1328,0.99,410,14.51,601,37.44,999,-47.36,1714,-66.3,1739,
A214370,케어젠,제약 및 바이오,바이오,36.19,1741,7316,297,12.24,656,12.03,1815,2.45,1227,3.65,1550,23.8,887,23.61,824,-50.34,1758,-57.42,1571,
A094170,동운아나텍,IT 장비 및 소재,카메라모듈,36.19,1741,1248,1351,-12.02,1482,2.6,1246,0,1328,4.35,1657,-6.98,1418,-15.88,1369,-6.74,931,-55.31,1533,
A220630,맘스터치,식음료,식료품,36.13,1743,4541,455,8.69,467,1.71,997,-0.41,1328,5.61,1785,18.97,751,13.56,543,-88.74,2004,-60.4,1640,
A001570,금양,화학,기타 화학,36.05,1744,2663,746,114.63,1382,1.32,830,2.22,1220,2.79,1327,32.7,1028,16.16,632,-48.81,1738,-60.05,1633,
A010600,웰바이오텍,섬유 및 의류,피혁(가죽),36.03,1745,1695,1068,-141.12,1482,2.47,1222,1.45,1184,6.32,1825,-20.4,1418,-33.9,1369,-1.44,838,-65.97,1733,
A242040,나무기술,IT서비스,소프트웨어,36.01,1746,1212,1371,-55.46,1482,1.71,997,0.15,658,3.67,1553,29.11,975,21.11,772,-27.62,1361,-70.08,1799,
A011080,형지I&C,섬유 및 의류,의류,35.99,1747,690,1805,50.58,1250,1.21,772,-0.6,1328,4.48,1671,-50.29,1418,-47.65,1369,-46.44,1699,-19.09,861,
A053300,한국정보인증,IT서비스,공인인증서,35.95,1748,2509,791,19.67,906,4.85,1575,0.03,190,2.71,1299,12.61,511,18.32,707,-52.45,1785,-88.93,1989,
A148250,알엔투테크놀로지,IT 장비 및 소재,IT 소재 및 부품,35.93,1749,1186,1391,23.22,980,4.34,1533,-4.36,1328,2.92,1361,241.06,1367,48.77,1069,-46.91,1706,-31.33,1053,
A273060,와이즈버즈,미디어 및 엔터,광고,35.92,1750,1087,1476,-140.7,1482,8,1728,0.23,786,2.86,1350,17.32,700,32.35,956,-70.53,1938,-28.1,1006,
A062860,티엘아이,디스플레이 장비 및 부품,디스플레이 부품,35.89,1751,953,1578,-20.82,1482,2.63,1256,-0.8,1328,1.43,717,-49.64,1418,-10.84,1369,-7.81,957,-67.41,1766,
A028300,에이치엘비,제약 및 바이오,바이오,35.88,1752,35057,81,-59.21,1482,115.87,1949,1.36,1174,7.36,1877,-47.61,1418,-46.71,1369,-27.79,1366,-43.89,1290,
A269620,시스웍,반도체 관련장비 및 부품,반도체장비,35.87,1753,1487,1188,-13.75,1482,11.65,1811,0.01,1,2.6,1277,-20.27,1418,-24.41,1369,-48.51,1733,-38.04,1192,
A086710,선진뷰티사이언스,가정용품,화장품,35.78,1755,1168,1402,18.16,864,2.24,1160,-0.54,1328,2.52,1248,26.19,923,32.23,954,-53.94,1805,-46.94,1350,
A046390,삼화네트웍스,미디어 및 엔터,미디어,35.78,1754,1332,1291,-38.76,1482,9.74,1764,1.58,1192,3.63,1546,-193.6,1418,-84.95,1369,6.33,650,-68.45,1777,
A123690,한국화장품,가정용품,화장품,35.75,1756,1896,986,-32.32,1482,2.4,1204,-3.4,1328,6.49,1832,-316,1418,-150.48,1369,-14.21,1087,-53.26,1490,
A047310,파워로직스,IT 장비 및 소재,카메라모듈,35.73,1757,3184,625,5.79,266,0.36,168,-0.64,1328,1.51,767,-56.06,1418,-12.84,1369,-62.75,1891,-79.64,1914,
A115500,케이씨에스,IT서비스,시스템서비스,35.62,1758,1062,1496,26.92,1045,4.63,1559,-4.47,1328,5.84,1800,276.56,1374,199.62,1292,-1.84,842,-61.17,1654,
A037030,파워넷,IT 장비 및 소재,파워서플라이,35.61,1759,985,1562,58.39,1281,0.56,337,-1.65,1328,1.29,621,137.57,1320,17.73,682,-82.75,1993,-50.18,1425,
A058820,CMG제약,제약 및 바이오,제약,35.58,1760,7431,293,388.94,1449,11.77,1812,23.55,1318,4.07,1623,143.68,1326,1474.4,1355,-12.27,1043,-63.38,1696,
A241520,DSC인베스트먼트,금융,기타 금융,35.5,1761,1557,1155,38,1173,8.64,1741,-1.17,1328,2.63,1281,-93.57,1418,-83.71,1369,-30.92,1416,-40.25,1233,
A066790,씨씨에스,미디어 및 엔터,미디어,35.42,1762,537,1909,16.05,801,2.86,1307,0.67,1056,2.05,1053,-216.53,1418,462.93,1333,-56.7,1837,-28.53,1015,
A012690,모나리자,종이 및 용기,종이,35.4,1763,2030,930,95.65,1368,1.99,1097,-1.61,1328,2.95,1372,136.79,1319,96.48,1206,-52.37,1784,-36.35,1155,
A204210,모두투어리츠,일반서비스,부동산,35.38,1764,376,1975,12.82,672,5.32,1604,0.17,698,0.87,321,20.61,797,8.69,312,-46.92,1707,-87.63,1981,
A081000,일진다이아,철강 및 비철강,광물,35.3,1765,6079,355,211.77,1427,4.33,1532,-2.55,1328,3.4,1491,192.13,1348,164.48,1269,-18.15,1175,-65.79,1729,
A007460,에이프로젠 MED,기계,플랜트설비,35.29,1766,4366,469,30.24,1094,3.42,1426,-0.4,1328,1.39,693,-13.3,1418,-277.74,1369,-21.93,1250,-86.18,1972,
A134380,미원화학,화학,계면활성제,35.28,1768,1755,1038,9.94,535,0.99,633,-0.51,1328,1.56,798,15.38,638,13.44,536,-88.3,2003,-88.28,1984,
A067390,아스트,기계,우주항공,35.28,1767,2004,941,-59.77,1482,3.36,1411,-2.13,1328,1.26,604,-198.02,1418,-8.84,1369,-30.94,1417,-56.25,1554,
A039860,나노엔텍,의료기기 및 용품,의료기기,35.2,1769,2305,850,73.6,1319,5.11,1593,0.15,658,4.75,1707,18.16,720,26.9,876,-51.35,1772,-52.72,1482,
A088260,이리츠코크렙,일반서비스,부동산,35.2,1770,3902,527,70.14,1313,9.19,1754,9.08,1301,1.57,807,28.15,960,12.04,483,-85.99,2000,-51.09,1447,
A229640,LS전선아시아,전기 및 전자기기,케이블,35.19,1771,2922,677,-16.72,1482,0.45,247,-1.29,1328,2.16,1103,24.66,901,12.06,486,-53.21,1798,-84.62,1957,
A090710,휴림로봇,기계,산업용 로봇,35.17,1772,1196,1384,-16.67,1482,4.32,1530,0,1328,1.91,978,-1.74,1418,-33.6,1369,-43.24,1652,-28.54,1016,
A203650,드림시큐리티,IT서비스,소프트웨어,35.15,1773,2712,733,4201.88,1477,1.52,924,-97.34,1328,3.94,1604,9685.71,1416,58.45,1118,-16.1,1133,-73.42,1833,
A010280,쌍용정보통신,IT서비스,시스템서비스,35.12,1775,800,1728,-15.49,1482,0.61,380,0.03,190,3.2,1450,-6.64,1418,-5.35,1369,-22.14,1259,-78.88,1904,
A044480,블루베리 NFT,가정용품,개인용품,35.12,1774,856,1672,-15.73,1482,6.46,1673,-1.14,1328,1.89,967,-80.75,1418,-57.99,1369,-12.01,1038,-53.37,1494,
A207940,삼성바이오로직스,제약 및 바이오,바이오,35.11,1776,565711,6,6722.96,1479,54.23,1929,3.49,1253,12.14,1955,231.94,1361,190.36,1286,-27.41,1357,-48.35,1389,
A336370,솔루스첨단소재,IT 장비 및 소재,카메라모듈,35.1,1777,15601,159,-26.3,1482,12.49,1820,2.04,1212,10.54,1942,61.55,1203,63.34,1137,-26.59,1339,-54.5,1513,
A034950,한국기업평가,일반서비스,신용정보,35.09,1778,4009,508,13.74,707,4.41,1542,1.51,1187,4.68,1697,20.11,783,13.88,558,-51.71,1776,-66,1734,
A089890,코세스,반도체 관련장비 및 부품,반도체장비,35.07,1779,1874,994,233.19,1431,4.03,1498,0.01,1,6.05,1811,20.2,786,18.24,704,-65.18,1908,-54.96,1523,
A090470,제이스텍,디스플레이 장비 및 부품,디스플레이 장비,35.06,1780,1149,1414,19.61,904,1.19,755,0.26,817,1,418,32.24,1024,563.24,1340,-77.34,1976,-60.4,1640,
A001360,삼성제약,제약 및 바이오,제약,35.01,1781,5910,364,-243.31,1482,10.86,1793,1.06,1141,3.93,1601,-10.56,1418,-60.93,1369,-6.28,921,-76.41,1867,
A066910,손오공,유아동산업,유아동산업,34.98,1782,851,1675,-37.37,1482,1.1,705,0.76,1082,3.73,1565,90.15,1264,42.21,1032,-55.43,1822,-33.22,1090,
A175250,아이큐어,제약 및 바이오,제약,34.91,1783,3695,550,-23.65,1482,5.44,1614,0.16,679,3.52,1523,-21.23,1418,-16.98,1369,-28.16,1371,-58.69,1603,
A218150,미래생명자원,식음료,식료품,34.88,1784,930,1599,46.85,1225,2.08,1119,8.56,1300,3.02,1395,73.58,1240,70.67,1152,-31.33,1425,-49.94,1420,
A019660,글로본,금융,기타 금융,34.8,1785,1378,1259,-69.18,1482,43.94,1919,0.68,1058,5.56,1780,-19.31,1418,-19.35,1369,-21.54,1244,-37.93,1189,
A109740,디에스케이,디스플레이 장비 및 부품,디스플레이 장비,34.79,1786,1665,1090,-18.78,1482,2.98,1337,0.26,817,1.69,868,20.47,793,-74.73,1369,-70.74,1939,-46.47,1338,
A036620,감성코퍼레이션,종이 및 용기,종이,34.77,1787,1284,1324,-14.08,1482,5.29,1602,2.86,1236,5.51,1776,-27.13,1418,-27.74,1369,-53.5,1801,-3.63,661,
A019680,대교,일반서비스,교육,34.63,1788,4447,462,7.72,394,0.72,471,-1.32,1328,0.8,256,-116.05,1418,-25.12,1369,-76.99,1973,-94.14,2003,
A025440,대성엘텍,자동차 및 관련부품,전장부품,34.59,1789,1308,1312,1709.64,1473,0.39,192,-1.29,1328,3.29,1474,-55.24,1418,-81.75,1369,-33.97,1485,-55.54,1538,
A047920,에이치엘비제약,제약 및 바이오,제약,34.54,1790,3275,614,-290.89,1482,5.98,1641,0.01,1,5.14,1743,-24.75,1418,13645.8,1368,-43.22,1651,-52.27,1476,
A083660,CSA 코스믹,건설 및 건축자재,건축자재,34.53,1791,673,1821,-19.9,1482,1.5,915,0.02,109,7.65,1885,-7.07,1418,-7.24,1369,-15.68,1125,-67.03,1759,
A013720,CBI,자동차 및 관련부품,엔진부품,34.49,1792,1861,998,-195.87,1482,8.1,1734,0.09,487,10.06,1934,-30.31,1418,-30.79,1369,0,740,-100,2006,
A078150,HB테크놀러지,디스플레이 장비 및 부품,디스플레이 장비,34.42,1793,2421,819,-51.41,1482,1.23,782,0.89,1112,1.45,727,-97.31,1418,-11.91,1369,-70.9,1940,-48.1,1383,
A237880,클리오,가정용품,화장품,34.38,1794,4400,466,33.88,1138,1.9,1066,-1.16,1328,2.84,1341,49.13,1147,53.84,1095,-42.7,1646,-65.22,1723,
A067730,로지시스,IT서비스,금융시스템,34.34,1795,873,1656,475.3,1455,2.94,1330,0.53,1003,5.11,1737,130.69,1314,311.79,1318,3.39,690,-82.29,1938,
A072950,빛샘전자,통신,통신장비,34.33,1796,581,1886,20.43,923,0.94,607,0,1328,0.93,365,1.4,8,49.57,1074,-73.61,1956,-77.49,1880,
A036030,KTH,유통,홈쇼핑,34.31,1797,4161,491,7.77,398,1.11,712,7.47,1294,2.11,1079,764.89,1402,126.24,1235,-53,1793,-78.92,1905,
A311390,네오크레마,식음료,식료품,34.21,1798,812,1715,32.44,1122,3.1,1360,0.11,541,2.02,1035,42.83,1110,51.92,1088,-33.14,1459,-69.87,1794,
A217820,엔에스,IT 장비 및 소재,2차전지,34.14,1799,1255,1344,31.98,1118,6.74,1685,1.91,1206,2.8,1331,34.78,1045,468.28,1335,-35.59,1515,-47.95,1379,
A338220,뷰노,의료기기 및 용품,의료서비스,34.11,1800,2491,801,-44.31,1482,242.32,1961,0.05,317,7.04,1861,-9.97,1418,-14.64,1369,-61.12,1878,-25.86,970,
A069920,아이에스이커머스,유통,전자상거래,34.09,1801,948,1585,-94.04,1482,4.62,1558,0.13,608,2.36,1181,-15.66,1418,-14.43,1369,-22.53,1264,-58.14,1589,
A334890,이지스밸류리츠,일반서비스,부동산,34.08,1802,1351,1275,0,1482,31.13,1905,0,1328,0.87,321,31.98,1022,32.11,951,-39.22,1587,-57.44,1572,
A094850,참좋은여행,레저산업,여행,33.99,1803,2002,943,-13.03,1482,84.97,1943,0.08,452,2.06,1059,-35,1418,-22.92,1369,-19.67,1205,-73.64,1834,
A130740,티피씨글로벌,자동차 및 관련부품,기타 자동차부품,33.97,1804,617,1858,9.94,535,0.8,522,-0.93,1328,1,418,-83.38,1418,-285.65,1369,-79.37,1985,-51.61,1462,
A184230,SGA솔루션즈,IT서비스,보안서비스,33.85,1805,760,1757,7.92,414,3.44,1428,0.15,658,2.89,1356,23.49,883,32.87,959,-32.98,1458,-90.93,1996,
A066410,버킷스튜디오,미디어 및 엔터,미디어,33.85,1806,894,1639,-14.47,1482,3.18,1376,0,1328,1.27,613,2.89,29,2235,1358,-50.01,1756,-57.68,1575,
A051390,YW,유통,유통,33.83,1807,585,1883,-8.41,1482,2.91,1320,-1.28,1328,0.81,264,18.28,725,16.83,652,-36.91,1545,-74.42,1845,
A088290,이원컴포텍,자동차 및 관련부품,차량 시트,33.81,1808,1924,976,81.53,1337,5.74,1628,0.01,1,4.53,1676,-9.58,1418,128.61,1237,-61.35,1880,-44.55,1305,
A102280,쌍방울,섬유 및 의류,의류,33.74,1809,2193,881,35.65,1151,2.4,1204,0.1,516,1,418,22.37,849,146.59,1255,-59.65,1866,-89.01,1991,
A046310,백금T&A,자동차 및 관련부품,전장부품,33.72,1810,752,1763,-11.67,1482,0.45,247,0,1328,1.87,958,7.11,227,4.26,80,-85.6,1999,-80.87,1923,
A002870,신풍제지,종이 및 용기,종이,33.71,1811,1190,1390,-10.48,1482,3.39,1418,0.36,907,1.19,559,38.89,1082,-44.07,1369,-24.54,1307,-79.09,1908,
A052220,IMBC,미디어 및 엔터,미디어,33.7,1812,963,1572,76.05,1325,2.28,1174,-1.96,1328,1.77,908,74.08,1241,67.82,1149,-37.33,1554,-53.67,1499,
A950210,프레스티지바이오파마,제약 및 바이오,바이오,33.69,1813,19171,140,0,1482,837.89,1972,0,1328,0,2006,-49.74,1418,-55.86,1369,-60.36,1872,-17.36,842,
A332370,아이디피,전기 및 전자기기,전자기기,33.69,1814,603,1869,31.84,1115,2.87,1311,-1.41,1328,1.6,821,18.14,719,26.63,873,-24.02,1300,-86.51,1974,
A101670,코리아에스이,건설 및 건축자재,건축자재,33.66,1815,432,1961,46.7,1223,3.8,1472,0.86,1104,1.73,888,-11.76,1418,-6.78,1369,-15.95,1130,-62.77,1680,
A101140,인바이오젠,섬유 및 의류,신발,33.62,1816,1707,1063,-22.94,1482,25.09,1891,0,1328,1.42,712,1.02,4,-25.85,1369,-47.6,1719,-59.61,1623,
A026040,제이에스티나,섬유 및 의류,의류,33.6,1818,558,1895,-16.84,1482,0.89,582,-0.44,1328,1.82,932,-38.97,1418,-34.7,1369,-21.37,1240,-64.88,1718,
A084850,아이티엠반도체,IT 장비 및 소재,2차전지,33.6,1817,11306,205,39.91,1190,4.2,1513,-2.6,1328,4.27,1648,233.02,1362,-279.3,1369,-32.23,1439,-60.86,1649,
A048910,대원미디어,유아동산업,유아동산업,33.57,1819,4805,437,34.31,1142,1.58,944,0.06,373,5.57,1782,56.56,1188,31.1,939,-55.65,1823,-76.68,1871,
A047400,유니온머티리얼,자동차 및 관련부품,기타 자동차부품,33.53,1820,1693,1070,26.65,1043,1.49,906,-0.75,1328,2.02,1035,33.41,1032,227.55,1303,-31.2,1422,-86.16,1971,
A017180,명문제약,제약 및 바이오,제약,33.52,1821,1976,956,-12.01,1482,1.57,941,0.72,1069,2.25,1144,79.94,1252,69.87,1150,-42.54,1644,-61.52,1658,
A130500,GH신소재,자동차 및 관련부품,기타 자동차부품,33.49,1822,767,1750,79.94,1335,1.18,745,0.43,954,1.72,878,83.01,1258,59.37,1122,-46.7,1703,-57.91,1585,
A115450,지트리비앤티,제약 및 바이오,바이오,33.49,1822,3183,626,-42.36,1482,11.03,1797,0.13,608,3.66,1552,-32.27,1418,-36.12,1369,-56.83,1838,-37.59,1180,
A250930,예선테크,반도체 관련장비 및 부품,반도체 부품,33.42,1824,939,1593,-52.62,1482,1.42,870,0.11,541,2.41,1205,9.96,363,125.53,1234,-42.1,1632,-79.57,1913,
A277880,티에스아이,기계,기계,33.39,1825,1796,1022,-19.99,1482,5.29,1602,1.5,1186,4.88,1718,-192.7,1418,-69.29,1369,-26.74,1345,-47.52,1366,
A234300,에스트래픽,IT서비스,소프트웨어,33.34,1826,1408,1238,82.84,1340,1.88,1058,-0.29,1328,5.37,1763,-13.58,1418,-12.35,1369,-11.34,1025,-69.23,1785,
A299900,위지윅스튜디오,미디어 및 엔터,영화,33.24,1827,5356,397,30.02,1091,10.49,1782,-22.22,1328,8.97,1918,-2159.68,1418,-145.86,1369,-54.11,1807,-32.59,1081,
A010820,퍼스텍,기계,방위산업,33.24,1827,1346,1278,6.33,313,1.16,735,0.86,1104,2.99,1387,98.1,1272,-51.37,1369,-41.04,1615,-77.8,1888,
A114450,KPX생명과학,제약 및 바이오,원료의약품,33.21,1829,1515,1175,95.28,1367,6.99,1694,-2.59,1328,2.57,1266,-74.56,1418,-42.27,1369,-26.59,1339,-51.09,1447,
A069140,누리플랜,일반서비스,환경서비스,33.2,1830,616,1860,21.04,937,0.56,337,0.09,487,1.83,938,-22.75,1418,-21.39,1369,-43.95,1663,-77.55,1881,
A138580,비즈니스온,IT서비스,소프트웨어,33.13,1831,2605,760,73.12,1318,7.53,1711,0.21,763,4.12,1631,28.05,959,28.28,899,-44.5,1672,-60.64,1646,
A330350,위더스제약,제약 및 바이오,바이오,33.06,1832,1912,979,408.03,1450,3.55,1439,-1.08,1328,2.45,1223,34.61,1041,29.22,914,-69.92,1935,-43.32,1278,
A085310,엔케이,조선,조선기자재,32.97,1833,1104,1460,-8.44,1482,1.82,1031,0.3,867,1.23,583,-80.47,1418,-9.9,1369,-57.81,1845,-50.34,1430,
A078940,코드네이처,건설 및 건축자재,중견건설사,32.95,1834,683,1813,-24.48,1482,2.85,1305,0.16,679,3.79,1577,-21.45,1418,-41.34,1369,-18.76,1185,-59.09,1614,
A299910,베스파,미디어 및 엔터,게임,32.91,1835,2216,874,-7.47,1482,4,1495,0.04,265,9.72,1928,-5.47,1418,-5.1,1369,-44.77,1680,-48.48,1393,
A024070,WISCOM,화학,합성수지,32.87,1836,815,1711,15.25,766,0.71,460,0.96,1128,0.7,191,30.41,1000,-582.14,1369,-62.45,1889,-80.69,1922,
A307280,원바이오젠,의료기기 및 용품,의료용품,32.83,1837,825,1701,603.27,1459,7.19,1701,0.01,1,3.51,1518,-9.03,1418,54.42,1100,-39.45,1590,-51.89,1467,
A015710,코콤,건설 및 건축자재,홈네트워크,32.8,1838,1601,1121,16.16,802,2.21,1148,-142.59,1328,1.33,643,99.81,1275,261.6,1311,-40.73,1609,-77.13,1874,
A092300,현우산업,IT 장비 및 소재,PCB,32.78,1839,1004,1548,54.61,1264,0.59,366,1.38,1175,1.35,662,149.4,1330,258.76,1309,-39.49,1591,-77.74,1885,
A014200,광림,기계,중장비 및 관련품,32.76,1840,2043,926,9.85,530,1.48,902,0.77,1088,3.15,1428,-91.21,1418,500.74,1338,-34.28,1490,-90.43,1995,
A082270,젬백스,제약 및 바이오,바이오,32.74,1841,8497,265,176.82,1413,17.21,1860,-4.37,1328,6,1809,311.47,1381,-347.1,1369,-16.95,1153,-66.08,1736,
A064480,브리지텍,IT서비스,컨택센터,32.71,1842,593,1878,11.38,611,1.46,890,1.07,1143,1.81,926,44.39,1121,65.31,1144,-54.29,1811,-60.87,1651,
A320000,윈텍,IT 장비 및 소재,카메라모듈,32.65,1843,523,1918,75.62,1323,6.08,1647,0.9,1115,2.58,1272,-118.86,1418,-99.81,1369,-23.54,1284,-48.99,1400,
A200470,에이팩트,반도체 관련장비 및 부품,반도체장비,32.58,1844,1248,1351,7.38,375,2.89,1316,1.42,1181,1.86,953,-163.35,1418,72.56,1156,-36.19,1524,-82.18,1936,
A036690,코맥스,건설 및 건축자재,홈네트워크,32.52,1845,1544,1165,47.87,1232,1.24,786,-3.07,1328,2.23,1138,-27.03,1418,-26.84,1369,-52.99,1792,-50.93,1444,
A206650,유바이오로직스,제약 및 바이오,바이오,32.52,1846,14592,171,-248.42,1482,50,1927,0.85,1103,15.39,1972,-121.84,1418,-95.12,1369,-21.11,1236,-61.86,1665,
A052600,한네트,IT서비스,전자결제,32.48,1847,1139,1424,20.32,920,5.08,1591,0.19,729,3.33,1481,109.94,1291,113.45,1223,-33.31,1464,-63.6,1701,
A265740,엔에프씨,가정용품,화장품,32.46,1848,1460,1203,37.55,1169,3.58,1444,1.21,1161,2.94,1368,-139.31,1418,22.39,800,-67.73,1922,-43.26,1277,
A018120,진로발효,식음료,음료,32.4,1849,2195,880,19.57,903,2.39,1199,-1.08,1328,2.98,1381,21.15,813,19.11,726,-50.57,1761,-77.78,1887,
A111870,KH 일렉트론,가정용품,가전제품,32.39,1850,1112,1446,-14.15,1482,6.29,1664,-0.09,1328,1.03,435,-5.57,1418,-17.76,1369,-24.07,1301,-64.32,1711,
A027830,대성창투,금융,기타 금융,32.34,1851,1786,1029,26.42,1039,10.75,1790,0.18,711,3.43,1499,56.31,1187,56.81,1112,-25.69,1325,-82.96,1949,
A101400,엔시트론,IT 장비 및 소재,IT 소재 및 부품,32.3,1852,391,1971,-27.58,1482,3.23,1384,-0.97,1328,1.98,1011,-78.2,1418,-1086.11,1369,-13.23,1069,-62.7,1676,
A060230,이그잭스,IT 장비 및 소재,스마트폰 부품,32.3,1852,1599,1125,34.95,1147,6.05,1645,0.82,1100,2.71,1299,101.98,1279,-185.93,1369,-29.31,1387,-63.13,1691,
A145020,휴젤,의료기기 및 용품,의료용품,32.25,1854,30140,96,34.76,1144,11.81,1814,0.19,729,3.96,1607,40.46,1094,25.58,856,-51.05,1767,-75.82,1857,
A263800,데이타솔루션,IT서비스,시스템서비스,32.11,1855,1141,1423,13.06,685,3.39,1418,-1.8,1328,4.53,1676,-22.13,1418,-22.18,1369,-9.66,993,-88.1,1983,
A034940,조아제약,제약 및 바이오,제약,32.1,1856,1394,1250,334.06,1442,2.54,1234,0.76,1082,2.44,1214,-29.74,1418,-24.3,1369,-25.79,1330,-66.73,1750,
A003580,넥스트사이언스,건설 및 건축자재,건축자재,32.09,1857,6604,323,-61.41,1482,15.29,1850,12.02,1308,9.81,1932,-51.67,1418,-69.52,1369,-61.8,1882,-25.96,974,
