코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,1개월 등락률 (%),높은순서  (비중 5),3개월 등락률 (%),높은순서  (비중 5),6개월 등락률 (%),높은순서  (비중 5),9개월 등락률 (%),높은순서  (비중 5),1년 등락률 (%),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),과거 PFCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),과거 EV/EBITDA (%),낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),
A017510,세명전기,기계,전력기자재,46.61,1644,3.7,1570,2.8,1156,-13,1939,4.3,1480,-18.1,1901,11.66,842,11.71,581,3.75,1750,0.82,629,9.54,488,133.91,1576,199,1391,
A053160,프리엠스,기계,중장비 및 관련품,46.57,1646,2.8,1646,-23.8,2170,30.8,554,62.2,454,38.8,609,-628.48,1606,-491,1319,2.85,1627,1.15,935,74.85,1273,0,1661,-37.77,1458,
A001420,태원물산,자동차 및 관련부품,엔진부품,46.55,1647,1.3,1765,14.2,662,11.3,983,1.7,1556,-4.9,1575,27.92,1244,26.91,918,1.67,1316,0.92,721,-336.36,1460,0,1661,-148,1458,
A024810,이화전기,기계,전력기자재,46.54,1648,7.1,1217,7.9,890,-13.8,1956,-23.5,2124,-29.6,2089,5,414,5.01,257,2.25,1508,0.52,287,-19.64,1460,0,1661,-37.14,1458,
A347770,핌스,반도체 관련장비 및 부품,반도체 부품,46.53,1649,18.5,430,0,1345,0,1350,0,1600,0,1313,48.49,1399,111.91,1207,5.02,1856,5.6,1990,13.45,677,20.5,1143,26.19,1013,
A236200,슈프리마,전기 및 전자기기,보안장비,46.52,1650,5.5,1382,-10,1903,-27.5,2174,-19.2,2094,-3.5,1535,8.91,692,10.81,548,3.26,1682,1.41,1085,39.88,1139,5.87,364,14.43,728,
A144620,코오롱머티리얼,섬유 및 의류,섬유,46.48,1651,2.3,1690,-30.4,2211,88.2,150,123.3,169,121.1,172,-67.94,1606,-67.65,1319,3.06,1652,3.43,1787,-16.45,1460,0,1661,-19.33,1458,
A041140,넥슨지티,미디어 및 엔터,게임,46.47,1652,11.9,804,-31.5,2214,39.3,440,125.2,165,95.4,256,-36.72,1606,-36.06,1319,17.23,2075,4.19,1881,-9691.67,1460,0,1661,-89.46,1458,
A293940,신한알파리츠,일반서비스,부동산,46.4,1653,3.6,1581,12.4,727,8.9,1061,6.8,1407,-8.4,1669,73.21,1461,73.36,1149,8.36,1977,1.31,1024,55.7,1222,30.95,1312,15.19,765,
A111820,지와이커머스,유통,전자상거래,46.33,1654,0,1856,0,1345,0,1350,0,1600,0,1313,16.02,1023,16.39,743,6.49,1926,6.55,2038,-6.51,1460,5.81,356,7.6,364,
A121850,코이즈,디스플레이 장비 및 부품,디스플레이 부품,46.29,1655,5.9,1343,19.4,506,-10.9,1886,13.9,1227,-12.3,1755,-27.72,1606,-13.06,1319,0.56,605,1.16,940,-275,1460,27.41,1279,-20.9,1458,
A007820,에스엠코어,기계,자동화기기,46.27,1657,20.9,357,7.9,890,-10.6,1868,-22.7,2117,-19.8,1942,12.65,901,15.64,724,1.22,1134,2.16,1476,125.66,1343,29.07,1292,117.92,1345,
A085660,차바이오텍,제약 및 바이오,바이오,46.27,1656,11.8,807,-12.5,1980,-15.6,1995,48.2,588,30.3,705,14.51,965,-21.81,1319,1.51,1257,2.64,1627,-183.1,1460,43.76,1410,69.89,1274,
A347890,엠투아이,IT 장비 및 소재,스마트폰 부품,46.23,1658,4.2,1513,13.2,696,0,1350,0,1600,0,1313,25.54,1209,25.35,903,8.72,1989,3.44,1789,13.2,663,37.44,1366,25.83,1007,
A042510,라온시큐어,IT서비스,보안서비스,46.22,1659,16.5,524,8.5,870,-12.5,1923,62.2,454,35.2,644,81.09,1477,-141.89,1319,3.69,1741,9.95,2105,-14.74,1460,47.46,1434,1277,1450,
A225530,보광산업,건설 및 건축자재,건축자재,46.21,1660,-11.3,2190,-12.4,1974,12.8,941,38.6,702,15,953,16.37,1032,16.43,745,3.77,1751,3.03,1712,43.97,1163,25.43,1253,24.83,988,
A136480,하림,식음료,식료품,46.2,1661,3.5,1589,-0.4,1475,-12.9,1933,5.1,1456,-0.2,1437,-9.63,1606,-3.77,1319,0.33,342,1.05,848,10.7,557,39.55,1385,-14.49,1458,
A072020,중앙백신,제약 및 바이오,동물용의약품,46.2,1662,5,1433,0.8,1292,6.5,1133,6.2,1424,3.7,1205,20.65,1132,20.38,834,5.08,1863,2.05,1435,52.24,1209,32.03,1321,35.86,1125,
A192820,코스맥스,가정용품,화장품,46.17,1663,-9.2,2177,-10.9,1928,0.4,1329,18.1,1126,19.9,863,-733.73,1606,-9.38,1319,0.69,737,2.59,1615,41.05,1146,12.98,897,13.1,670,
A066910,손오공,유아동산업,유아동산업,46.17,1663,16.7,515,13.5,691,-7.3,1765,-12.3,2004,23.3,805,-16.47,1606,-14.68,1319,0.6,648,2.19,1481,-23.49,1460,0,1661,-16.63,1458,
A023160,태광,기계,피팅 및 밸브,46.05,1665,15,605,0.9,1289,-24.9,2152,-26.1,2145,-30.2,2095,58.82,1428,-10.49,1319,0.88,913,0.42,177,130.8,1350,12.17,863,34.06,1108,
A046390,삼화네트웍스,미디어 및 엔터,미디어,45.97,1666,1.5,1746,-5.2,1714,-7.7,1778,1.5,1563,-6.1,1601,9.9,749,9.93,511,1.8,1371,1.81,1317,-15.68,1460,7.98,575,31.37,1077,
A112040,위메이드,미디어 및 엔터,게임,45.95,1667,3.7,1570,14.5,650,25.2,638,31,837,35.3,642,-63.82,1606,-61.5,1319,6.64,1931,2.95,1695,-20.37,1460,0,1661,-46.86,1458,
A119610,인터로조,의료기기 및 용품,의료용품,45.94,1668,6.7,1260,2.1,1210,-14.1,1965,-11.9,1997,-15.2,1830,10.88,802,228.73,1266,2.8,1624,1.85,1343,25.68,972,8.09,585,12.04,617,
A111870,삼본전자,가정용품,가전제품,45.9,1669,16.3,533,33.7,263,14.6,899,-7,1893,-35.3,2130,19.18,1102,19.78,827,8.36,1977,1.73,1278,-5.79,1460,0,1661,-19.31,1458,
A033180,필룩스,전기 및 전자기기,LED,45.89,1671,78.2,26,48.3,164,4.1,1199,-5.5,1859,-38.4,2148,19.51,1112,-50.23,1319,4.19,1799,1.73,1278,-132.12,1460,0,1661,-67.21,1458,
A131760,파인텍,디스플레이 장비 및 부품,디스플레이 부품,45.89,1670,8.9,1047,-8.4,1853,-7.8,1781,-11.1,1982,-31.2,2105,15.28,1008,17.65,777,0.87,904,1.17,948,6.06,254,37.22,1365,-13.58,1458,
A064350,현대로템,기계,중장비 및 관련품,45.85,1672,6,1336,2.6,1169,-3.4,1630,19.2,1099,6,1151,-119.73,1606,-54.4,1319,0.66,706,1.53,1160,47.96,1197,0,1661,-22.16,1458,
A191420,테고사이언스,제약 및 바이오,바이오,45.84,1673,13.7,690,-10.7,1921,34.5,508,55.2,511,22.8,816,186.07,1548,207.64,1263,27.52,2101,4.68,1921,89.22,1298,117.78,1562,134.35,1357,
A019660,글로본,금융,기타 금융,45.81,1674,-1.1,2027,58.8,115,57,297,54.7,514,12.6,1006,-89.19,1606,-87.75,1319,15.26,2061,5.35,1979,-23.69,1460,0,1661,-24.49,1458,
A088260,이리츠코크렙,일반서비스,부동산,45.8,1675,2.2,1704,12.3,733,-0.2,1493,8.4,1367,-15.3,1833,68.68,1450,68.29,1137,8.9,1993,1.43,1099,27.58,1009,18.55,1094,11.59,594,
A011420,갤럭시아에스엠,미디어 및 엔터,매니지먼트,45.79,1676,-6.8,2156,-4.2,1671,1.9,1267,-5.2,1852,-16,1856,9.55,728,9.62,497,1.57,1281,1.67,1244,14.65,721,17.34,1061,41.67,1173,
A307280,교보8호스팩,금융,스팩,45.78,1677,16.3,533,6,979,13.4,928,11.5,1284,9.6,1066,-107.04,1606,-92,1319,0,2159,1.36,1058,-143.75,1460,0,1661,-92,1458,
A318010,팜스빌,제약 및 바이오,바이오,45.76,1678,11.7,813,-6.9,1795,-17.6,2045,-17.6,2081,3.2,1218,21.53,1149,-10.2,1319,2.33,1527,1.62,1212,29.63,1033,7.8,562,15.13,761,
A093370,후성,반도체 관련장비 및 부품,반도체 부품,45.7,1679,8.2,1109,-2.5,1597,11.1,990,32.2,813,24.2,787,26.68,1229,-27.81,1319,3.55,1720,4.16,1875,83.93,1291,34.46,1343,0,1458,
A290720,푸드나무,식음료,식료품,45.68,1680,-2,2063,-21.9,2142,-4.1,1661,11.3,1291,37.8,619,26.27,1222,30.9,951,1.45,1234,2.76,1654,14.77,726,17.31,1060,20.74,913,
A306620,네온테크,반도체 관련장비 및 부품,반도체 부품,45.67,1681,-4.4,2120,23.3,406,-4.8,1688,49.5,574,42.4,565,23.64,1188,23.6,882,6.52,1928,4.21,1882,-12.55,1460,69.07,1499,118,1346,
A007570,일양약품,제약 및 바이오,제약,45.64,1682,-9.6,2179,-26.8,2187,5.4,1165,209.1,67,196.3,85,37.55,1340,43.99,1054,3.64,1733,5.93,2012,62.57,1240,33.63,1334,38.47,1148,
A270520,지엔원에너지,에너지,태양광,45.6,1684,4.4,1495,7.6,906,53.2,321,24,979,24.3,785,-18.97,1606,-19.31,1319,3.69,1741,4.48,1904,-202.75,1460,327.07,1632,270.33,1407,
A066110,한프,전기 및 전자기기,전자기기,45.6,1683,0,1856,0,1345,0,1350,28.7,869,-44.8,2173,1.03,33,2.5,81,7.91,1964,1.78,1304,-8.86,1460,0,1661,-4.02,1458,
A286750,나노브릭,IT서비스,보안서비스,45.58,1685,1.9,1728,-1.6,1544,63.8,252,81.8,319,97.7,243,-10649.2,1606,0,1319,8.09,1971,6.12,2022,528.05,1438,0,1661,-288.67,1458,
A003080,성보화학,화학,비료 및 농약,45.55,1686,6,1336,-0.9,1502,0,1350,13.2,1239,-10.6,1722,22.78,1173,30.71,949,1.71,1338,0.59,379,-27.42,1460,0,1661,-31.85,1458,
A196450,디오스텍,IT 장비 및 소재,카메라모듈,45.54,1687,0,1856,0,1345,-18.1,2062,-21,2110,-41,2162,2.76,182,-13.16,1319,0.77,816,0.83,637,26.76,992,8.65,632,-7.05,1458,
A086980,쇼박스,미디어 및 엔터,영화,45.53,1688,10.5,899,11.9,753,-0.5,1509,-6.3,1878,-13.7,1787,-6.53,1606,-6.51,1319,3.46,1711,1.36,1058,-17.98,1460,3.15,134,-63.79,1458,
A053800,안랩,IT서비스,소프트웨어,45.5,1689,0.6,1815,-2.8,1608,11.6,973,6.2,1424,1.6,1268,16.94,1051,18.98,805,3.71,1746,2.98,1701,29.37,1031,17.37,1062,33.19,1096,
A032800,판타지오,미디어 및 엔터,매니지먼트,45.48,1690,-0.7,2007,8,884,-0.7,1524,37.2,729,43.2,559,28.07,1247,28.22,928,3.82,1757,2.91,1685,96.01,1309,68.36,1497,-43.27,1458,
A222980,한국맥널티,식음료,음료,45.45,1691,6.2,1313,-18.1,2082,-8.8,1817,9.8,1329,6.8,1127,29.67,1266,163.75,1242,1.34,1191,2,1411,33.35,1083,10.98,797,21.83,935,
A026890,디피씨,IT 장비 및 소재,파워서플라이,45.38,1692,4.8,1456,-49.2,2242,-4.7,1685,3.9,1501,97,248,60.28,1433,66.61,1129,2.43,1556,2.47,1578,16.9,801,18.68,1100,19.57,882,
A031980,피에스케이홀딩스,지주사,지주사,45.36,1693,8,1128,6,979,-6.2,1742,3.4,1516,-4.6,1559,-10.99,1606,-6.25,1319,3.38,1700,0.81,615,7.11,331,0,1661,-19.91,1458,
A290520,신도기연,디스플레이 장비 및 부품,디스플레이 부품,45.31,1694,1.3,1765,-8.9,1867,0,1350,0,1600,0,1313,7,575,7.32,399,3.2,1674,2.33,1528,-32.13,1460,13.1,901,45.83,1196,
A099520,ITX-AI,전기 및 전자기기,보안장비,45.3,1695,-4.1,2113,4.5,1052,16.7,837,64.3,441,68.3,376,-50.22,1606,-47.67,1319,2.31,1522,3.42,1785,-19.51,1460,0,1661,-25.54,1458,
A001060,JW중외제약,제약 및 바이오,제약,45.3,1695,9.9,951,-13.5,2001,-10.7,1873,37,732,13,988,14.22,957,19.14,809,1.37,1205,3.3,1763,59.99,1232,0,1661,-21.85,1458,
A025440,대성엘텍,자동차 및 관련부품,전장부품,45.28,1697,1.7,1738,-1.1,1512,-16,2003,-12.9,2015,-28.6,2078,6.86,561,19.35,815,0.24,222,1.89,1363,8.64,442,46.27,1427,-20.46,1458,
A078070,유비쿼스홀딩스,지주사,지주사,45.26,1698,11.6,819,-1.2,1520,-22.2,2124,-10,1967,40.6,589,20.99,1141,21.33,851,4.4,1814,2.57,1608,38.9,1132,17.75,1078,25.17,996,
A029960,코엔텍,일반서비스,환경서비스,45.21,1699,8,1128,-6.5,1771,-12.4,1921,1.8,1554,-8.2,1663,11.96,860,11.97,592,6.21,1920,2.87,1679,21.2,894,12.63,886,16.02,785,
A017180,명문제약,제약 및 바이오,제약,45.2,1700,9.2,1024,-2.3,1585,-5,1696,64,445,47.5,526,-19.06,1606,-10.23,1319,1.65,1308,2.43,1567,-11.5,1460,0,1661,-7.98,1458,
A039840,디오,의료기기 및 용품,의료기기,45.19,1701,7.7,1158,19.6,501,10.9,994,-5.7,1867,-23.7,2022,62.5,1439,-51.39,1319,4.03,1782,3.01,1708,35.85,1106,13.87,928,17.37,834,
A322510,제이엘케이,의료기기 및 용품,의료서비스,45.13,1702,2.6,1666,37.7,225,46,378,65.2,433,0,1313,-22.48,1606,-8.34,1319,293.17,2145,5.88,2008,-16.35,1460,0,1661,-15.99,1458,
A183490,엔지켐생명과학,제약 및 바이오,제약,45.03,1703,14.3,643,-19.7,2109,32.8,527,76.2,347,84.1,305,-65.41,1606,-53.1,1319,28.82,2103,14.45,2159,-37.98,1460,0,1661,-55.46,1458,
A198440,고려시멘트,건설 및 건축자재,시멘트 및 레미콘,45.02,1704,3.1,1628,-5.3,1720,-16.5,2011,16.9,1158,1.2,1283,21.93,1158,21.42,853,1.61,1299,1.07,866,11.58,604,0,1661,-137.71,1458,
A239610,에이치엘사이언스,제약 및 바이오,제약,45.01,1705,2,1720,-7.7,1829,-13.3,1946,-28.2,2160,-14.4,1805,16,1022,15.99,734,1.57,1281,2.62,1621,10.54,550,7.59,540,9.96,493,
A237820,플레이디,미디어 및 엔터,광고,44.99,1706,10.8,879,-16.6,2058,-40.5,2218,0,1600,0,1313,3.65,275,3.65,152,3.73,1749,2.79,1661,120.13,1337,25.73,1259,47.25,1206,
A114090,GKL,레저산업,카지노,44.96,1707,26.7,239,24.1,394,-5.9,1731,-9.8,1963,-22.6,2002,316.92,1573,-134.31,1319,3.13,1662,1.81,1317,-10.32,1460,8.27,597,-70.16,1458,
A005690,파미셀,제약 및 바이오,바이오,44.95,1708,16.2,542,-4.7,1693,-5.1,1701,142.3,127,160.8,115,197.67,1551,197.77,1258,31.52,2106,23.48,2181,424,1431,250.26,1621,191.59,1390,
A131180,딜리,전기 및 전자기기,전자기기,44.92,1709,5.3,1396,11.5,773,0,1350,-13.3,2027,-8.3,1665,11.59,838,-16.21,1319,1.55,1270,0.83,637,-30.6,1460,148.85,1589,235,1400,
A018700,바른손,미디어 및 엔터,영화,44.9,1710,17.8,466,16.5,586,-1.5,1561,-11.4,1988,62.5,408,-34.26,1606,-33.03,1319,4.67,1831,1.95,1385,-19.13,1460,0,1661,-73.69,1458,
A004870,티웨이홀딩스,지주사,지주사,44.89,1711,20.2,385,11,798,-24.4,2147,-9.3,1950,-34,2122,-5.02,1606,-1.55,1319,0.2,153,0.93,734,-1.04,1460,177.93,1601,-0.65,1458,
A298540,더네이쳐홀딩스,섬유 및 의류,의류,44.85,1712,3.9,1547,7.2,927,0,1350,0,1600,0,1313,-295.38,1606,-29.72,1319,2.22,1499,3.59,1814,24.86,957,16.81,1048,15.15,762,
A046970,우리로,통신,통신장비,44.85,1713,8.8,1056,-3,1619,-17.1,2027,-11.6,1993,-30.9,2102,19.09,1100,-64.43,1319,0.4,430,1.32,1030,3.67,106,70.24,1503,-19.61,1458,
A052400,코나아이,전기 및 전자기기,스마트카드,44.81,1714,-1.7,2054,1.9,1225,1.9,1267,-24.2,2131,-13.9,1792,0.61,9,0.62,5,2.96,1643,4.3,1889,20.45,877,0,1661,46.51,1200,
A195500,마니커에프앤지,식음료,식료품,44.78,1715,2.1,1712,-12.5,1980,-22.7,2133,4.3,1480,2.1,1251,12.47,891,12.48,617,0.91,941,2.38,1547,36.73,1117,21.06,1158,21.61,932,
A033600,럭슬,자동차 및 관련부품,제동장치,44.75,1716,0,1856,0,1345,0,1350,0,1600,-42.1,2168,0.71,14,0.74,11,3.17,1669,2.12,1464,-0.06,1460,38.05,1371,-0.45,1458,
A009190,대양금속,철강 및 비철강,스테인리스,44.71,1717,12.1,786,-11.8,1957,-43.5,2226,5.4,1448,-80.6,2231,12.39,884,12.37,609,0.72,777,1.5,1140,24.49,951,65.01,1490,72.43,1278,
A092730,네오팜,가정용품,화장품,44.68,1718,5,1433,-0.9,1502,-25.7,2162,-17.2,2076,-38.6,2150,12.55,897,12.86,630,2.86,1630,2.07,1444,19.68,865,6.38,430,11.13,565,
A011000,진원생명과학,제약 및 바이오,바이오,44.67,1719,-4.4,2120,-7.2,1813,176.6,45,699.5,4,1098.9,2,-73.36,1606,-59.83,1319,28.84,2104,32.89,2194,-90.25,1460,0,1661,-95.17,1458,
A080530,코디,가정용품,화장품,44.67,1720,2.6,1666,1,1280,-19.7,2089,-33.2,2182,-33.2,2118,6.79,559,9.88,508,0.86,894,1.26,997,-7.41,1460,10.55,763,69.14,1271,
A309930,삼성머스트스팩3호,금융,스팩,44.59,1721,2.5,1675,17.7,550,15.3,882,18.1,1126,15.8,938,-499.33,1606,0,1319,0,2159,1.35,1052,178.13,1380,0,1661,0,1458,
A357780,솔브레인,반도체 관련장비 및 부품,반도체 부품,44.59,1722,17,508,21,455,0,1350,0,1600,0,1313,0,1606,0,1319,8.58,1984,53.47,2205,13.37,673,0,1661,36.43,1133,
A009420,한올바이오파마,제약 및 바이오,제약,44.58,1723,25.9,253,-4.4,1677,23.4,675,44.2,631,0,1313,128.89,1520,163.55,1241,19.52,2083,11.31,2126,122.2,1340,116.59,1558,213.58,1393,
A317830,에스피시스템스,기계,기계,44.57,1724,-5.2,2135,1.2,1271,-5,1696,16.7,1169,-4.7,1564,9.84,747,9.88,508,1.66,1312,1.59,1193,108.33,1324,55.25,1460,494,1434,
A317240,하이제4호스팩,금융,스팩,44.56,1725,23.2,304,4.6,1049,3.6,1207,2.6,1535,3.1,1223,149.25,1534,110,1205,0,2159,1.3,1019,-171.88,1460,0,1661,-110,1458,
A182690,테라셈,IT 장비 및 소재,카메라모듈,44.55,1726,27.3,227,30.8,296,-44,2230,17.2,1152,19.5,875,180.7,1544,498,1297,4.37,1811,3.56,1805,-11.26,1460,0,1661,-11.58,1458,
A216080,제테마,의료기기 및 용품,의료기기,44.54,1727,1.9,1728,0.8,1292,20,759,131.6,148,151.8,123,-124.88,1606,-122.86,1319,36.44,2117,13.54,2148,-50.23,1460,0,1661,-61.43,1458,
A053980,오상자이엘,IT서비스,시스템서비스,44.49,1728,-18.9,2220,-9.3,1882,-3.7,1644,90,278,62.7,406,73.31,1462,87.05,1176,2.49,1564,3.01,1708,7.65,373,0,1661,-44.59,1458,
A091090,세원셀론텍,제약 및 바이오,바이오,44.48,1729,2.4,1680,-1.6,1544,-8.6,1806,21.3,1043,-0.4,1445,16.81,1049,-1726,1319,1.18,1108,0.97,774,-12.21,1460,36.74,1358,59.52,1249,
A004970,신라교역,식음료,식료품,44.46,1730,1,1781,-3.3,1631,-8.2,1799,-8.2,1925,-22.3,1995,18.12,1079,68.09,1136,0.41,443,0.29,59,20.18,872,0,1661,-13.03,1458,
A086060,진바이오텍,제약 및 바이오,동물용의약품,44.43,1731,-1.8,2055,-6.4,1768,2.9,1234,11.5,1284,0.2,1310,-24.49,1606,-7.97,1319,0.83,864,1.09,890,23.25,936,26.94,1272,86.33,1308,
A003520,영진약품,제약 및 바이오,제약,44.42,1732,12.8,733,-19.3,2100,42.9,406,56.9,494,22.9,815,106.68,1505,106.8,1202,6.93,1943,12.67,2141,-1235.73,1460,208.9,1615,522.54,1436,
A088910,동우팜투테이블,식음료,식료품,44.4,1733,4.5,1486,-3.3,1631,-16.2,2006,5.7,1440,-6.1,1601,-18.55,1606,-5.36,1319,0.3,306,0.45,213,38.78,1128,0,1661,-9.09,1458,
A002630,오리엔트바이오,제약 및 바이오,바이오,44.38,1734,-8.4,2172,-21,2128,91.9,141,138.7,133,101.8,228,-39.69,1606,-35.3,1319,3.51,1717,3.77,1837,-4.47,1460,0,1661,-60.15,1458,
A114570,지스마트글로벌,건설 및 건축자재,유리,44.34,1735,0,1856,0,1345,0,1350,-62,2229,-87.8,2242,15.62,1013,14,665,0.54,582,0.15,7,-1.24,1460,0,1661,-0.13,1458,
A100120,뷰웍스,의료기기 및 용품,의료기기,44.32,1736,2.1,1712,-11.2,1930,-17.8,2054,-2.5,1774,3.9,1202,1406.75,1602,-12.83,1319,1.85,1391,1.71,1267,12.03,621,7.55,539,9.32,463,
A066790,씨씨에스,미디어 및 엔터,미디어,44.3,1737,0,1856,0,1345,0,1350,0,1600,0,1313,29.22,1259,-64.83,1319,1.98,1432,1.81,1317,-262.84,1460,5.88,367,64.83,1260,
A035420,NAVER,IT서비스,인터넷서비스,44.25,1738,-4.3,2115,-16.5,2053,20.1,756,58.6,485,61.8,413,31.49,1289,51.35,1088,6.2,1918,6.37,2031,46.42,1185,32.43,1325,54.73,1234,
A012690,모나리자,종이 및 용기,종이,44.23,1739,4.2,1513,-14.4,2020,-17.1,2027,-6.8,1889,49.4,509,15.19,1005,15.21,707,1.7,1331,3.01,1708,30.91,1057,23.32,1209,21.14,922,
A018620,우진비앤지,제약 및 바이오,동물용의약품,44.22,1740,2.2,1704,-14,2008,19.4,770,27.3,898,23.2,808,141.76,1530,-24.76,1319,1.91,1408,3.06,1719,14.72,724,108.62,1553,-105.25,1458,
A031860,엔에스엔,레저산업,자전거,44.13,1741,64.2,48,73.1,77,-20.5,2103,-28.8,2161,21.3,842,-21,1606,-20.49,1319,4.28,1805,1.94,1381,-9.9,1460,0,1661,-10.53,1458,
A032980,바이온,화학,기타 화학,44.12,1742,-20.7,2225,26.7,342,25.6,632,31.7,827,6.4,1139,73.84,1467,-52.17,1319,4.08,1787,2.67,1634,442.92,1432,0,1661,-22.9,1458,
A036180,에이프런티어,제약 및 바이오,바이오,44.07,1743,0,1856,0,1345,0,1350,-64.2,2232,-81.5,2233,-57.99,1606,-3.65,1319,0.66,706,1.32,1030,2.52,45,46.62,1431,16,784,
A101240,씨큐브,화학,기타 화학,44.05,1744,3.7,1570,-8.5,1858,-8.8,1817,-12,1999,-10.2,1711,13.61,940,13.96,662,1.89,1400,1.36,1058,86.45,1295,13.59,916,14.23,716,
A073010,케이에스피,조선,조선기자재,44.04,1745,28.1,213,12.3,733,-22.8,2135,-21.2,2112,-16.4,1868,34.3,1320,34.06,986,1.5,1252,2.38,1547,122.75,1341,37.97,1370,30.28,1066,
A043200,파루,에너지,태양광,44.04,1746,4,1533,13,703,15.8,862,9.1,1348,31,696,-11.44,1606,-9.54,1319,3.15,1664,2.67,1634,-15.24,1460,0,1661,-12,1458,
A140670,알에스오토메이션,기계,산업용 로봇,44.03,1747,4.6,1482,14.3,657,-3.3,1625,6.1,1426,-2.3,1507,80.22,1475,-773,1319,0.87,904,2.01,1415,-63.99,1460,39.73,1386,77.3,1291,
A237880,클리오,가정용품,화장품,43.98,1748,4.8,1456,-5.2,1714,-26,2165,-32.5,2180,-10.9,1728,14.61,969,19.81,828,1.18,1108,1.82,1331,21.31,896,8.45,615,23.64,970,
A049120,파인디앤씨,디스플레이 장비 및 부품,디스플레이 부품,43.94,1750,-4,2111,-4.7,1693,2.8,1239,0.6,1588,-2.9,1522,12.56,898,240,1269,0.61,657,1.21,970,-9.13,1460,18.93,1105,-8.42,1458,
A122640,예스티,디스플레이 장비 및 부품,디스플레이 장비,43.94,1749,9.7,972,20.9,458,17.6,808,4.3,1480,-31.5,2108,31.42,1287,-13.19,1319,2.08,1458,2.26,1499,-5.63,1460,0,1661,-8.1,1458,
A032350,롯데관광개발,레저산업,레저,43.91,1751,16.3,533,-11.4,1936,20.9,737,55.1,512,25,777,-25.05,1606,-3.36,1319,23.88,2095,4.25,1883,-27.02,1460,0,1661,-28.87,1458,
A083790,크리스탈지노믹스,제약 및 바이오,바이오,43.87,1752,10.2,920,-17,2064,9.1,1057,50.9,560,18.8,891,-34.31,1606,-28.86,1319,5.89,1909,4.56,1911,12.24,631,0,1661,-115.45,1458,
A016790,현대사료,식음료,사료,43.87,1752,3.3,1603,-4.8,1698,-15.5,1992,25.1,953,13,988,72.66,1459,78,1162,0.77,816,1.49,1133,-10.59,1460,26.07,1265,-858,1458,
A043710,서울리거,미디어 및 엔터,게임,43.86,1754,20.7,363,1.8,1233,-17.6,2045,-7.4,1906,-2.2,1505,-4.08,1606,-3.96,1319,0.57,614,1.03,818,-1.23,1460,0,1661,-1.55,1458,
A033230,인성정보,의료기기 및 용품,의료서비스,43.84,1755,-1.6,2050,-7.8,1834,-20.2,2097,7.6,1393,47.5,526,-28.33,1606,-24.62,1319,0.29,289,2.01,1415,-23.86,1460,21.8,1180,17,824,
A148250,알엔투테크놀로지,IT 장비 및 소재,IT 소재 및 부품,43.82,1756,19.2,414,-22.7,2157,-14.4,1975,44.9,623,42.9,562,406.36,1582,363.67,1290,4.74,1838,3.54,1802,-31.94,1460,24.47,1229,30.31,1068,
A244460,올리패스,가정용품,화장품,43.79,1758,16.2,542,16.5,586,34.7,505,25.2,952,-4.7,1564,-15.88,1606,-14.62,1319,88.54,2133,219.94,2221,-13.38,1460,0,1661,-12.97,1458,
A175140,인포마크,전기 및 전자기기,전자기기,43.79,1757,-0.2,1974,2.9,1151,-10.4,1858,-26,2144,-49.9,2192,1.65,72,1.69,45,0.34,352,2.68,1639,-18.02,1460,0,1661,-4.72,1458,
A272110,케이엔제이,반도체 관련장비 및 부품,반도체 부품,43.76,1759,-0.9,2017,-5,1707,26.1,622,49.5,574,24,793,-9.42,1606,-7.2,1319,2.19,1492,3.24,1751,-5.66,1460,53.31,1452,51.43,1221,
A079650,서산,건설 및 건축자재,시멘트 및 레미콘,43.72,1760,6.8,1250,-4,1664,-7.8,1781,-15.1,2051,-19.3,1930,73.66,1465,96.8,1189,1.24,1150,0.75,563,-10.64,1460,2.03,62,-5.9,1458,
A060590,씨티씨바이오,제약 및 바이오,동물용의약품,43.7,1761,6.7,1260,-13.8,2006,-3.2,1622,41.9,659,39.9,598,73.62,1464,205.75,1260,1.22,1134,2.26,1499,-24.01,1460,191.54,1608,-30.48,1458,
A290740,액트로,IT 장비 및 소재,스마트폰 부품,43.67,1762,-1,2022,-22.8,2159,1.5,1283,-10.6,1978,-21,1968,7.69,618,-146,1319,0.85,883,1.29,1016,-83.5,1460,4.36,222,34.07,1109,
A091590,남화토건,건설 및 건축자재,중견건설사,43.66,1763,18.4,437,-0.4,1475,-21.5,2113,2.7,1532,-5.6,1585,-104.34,1606,-93.24,1319,2.41,1545,1.16,940,23.01,933,38.58,1378,41.71,1175,
A213420,덕산네오룩스,디스플레이 장비 및 부품,디스플레이 부품,43.66,1764,6.9,1240,-6.8,1791,-1.4,1559,-9.6,1959,50.6,498,26.92,1233,26.96,919,5.9,1910,4.47,1903,19.53,862,24.55,1232,21.64,933,
A072770,율호,IT서비스,소프트웨어,43.65,1765,-1.6,2050,1.6,1244,-11.3,1894,34,776,16.7,927,-5.83,1606,-5.78,1319,0.63,682,2.33,1528,-92.04,1460,22.04,1187,144.5,1368,
